             Wind MFI and SWE Data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs      Vth         Np        Psw         Pb        Pth        Beta       Mms    
                          km/s       cm^3       nPa        nPa        nPa                          
2011  253  40231035       33.0       21.6   10.06499    0.06126    0.01967      0.321       6.91
2011  253  40342953       34.8       21.9   10.14118    0.06124    0.02218      0.362       6.80
2011  253  40430335       33.0       21.5    9.96732    0.06279    0.01961      0.312       6.83
2011  253  40525394       33.1       21.7   10.04223    0.06283    0.01989      0.317       6.83
2011  253  40623511       32.8       21.9   10.06961    0.06265    0.01973      0.315       6.86
2011  253  40721632       34.6       22.8   10.54969    0.06372    0.02282      0.358       6.81
2011  253  40819753       34.1       22.0   10.13482    0.06187    0.02135      0.345       6.82
2011  253  40917867       36.2       21.9   10.06912    0.06039    0.02396      0.397       6.71
2011  253  41014593       32.1       19.5    8.92893    0.06296    0.01683      0.267       6.61
2011  253  41114109       33.7       20.7    9.49369    0.06459    0.01968      0.305       6.59
2011  253  41210835       35.2       21.4    9.60966    0.06558    0.02220      0.339       6.47
2011  253  41322749       36.3       20.5    9.14317    0.06709    0.02257      0.336       6.25
2011  253  41410140       34.5       21.4    9.55592    0.06721    0.02123      0.316       6.45
2011  253  41508257       33.5       21.3    9.55271    0.06790    0.02006      0.295       6.48
2011  253  41606378       33.0       20.7    9.21846    0.06898    0.01891      0.274       6.39
2011  253  41704496       33.0       20.5    9.11870    0.06894    0.01874      0.272       6.36
2011  253  41801085       33.0       20.4    9.03447    0.06897    0.01857      0.269       6.34
2011  253  41900734       32.7       22.6   10.10876    0.06723    0.02024      0.301       6.68
2011  253  41997183       33.5       24.0   10.33091    0.06585    0.02253      0.342       6.68
2011  253  42092375       34.8       23.3    9.97863    0.06892    0.02367      0.343       6.42
2011  253  42190355       33.9       21.3    8.91862    0.07043    0.02044      0.290       6.17
2011  253  42303804       34.5       21.7    9.23563    0.07080    0.02164      0.306       6.21
2011  253  42386730       32.6       20.4    8.63420    0.07200    0.01809      0.251       6.13
2011  253  42484855       34.0       23.2    9.68630    0.06857    0.02244      0.327       6.39
2011  253  42582972       34.8       22.1    9.26787    0.06996    0.02237      0.320       6.21
2011  253  42682484       33.7       21.7    9.04527    0.07023    0.02060      0.293       6.21
2011  253  42782136       32.8       21.5    9.28043    0.07217    0.01942      0.269       6.28
2011  253  42880257       32.7       21.8    9.42863    0.07054    0.01953      0.277       6.38
2011  253  42978371       34.4       22.5    9.74454    0.06963    0.02226      0.320       6.38
2011  253  43078167       33.2       21.7    9.60287    0.07248    0.02001      0.276       6.35
2011  253  43174261       32.3       20.4    8.80005    0.07121    0.01774      0.249       6.23
2011  253  43284996       36.2       20.5    8.76854    0.07187    0.02249      0.313       5.98
2011  253  43376980       32.9       19.7    8.50125    0.07363    0.01780      0.242       6.04
2011  253  43468972       33.1       20.8    9.00759    0.07347    0.01904      0.259       6.17
2011  253  43567093       32.8       20.5    8.83669    0.07330    0.01844      0.252       6.14
2011  253  43665210       34.0       21.3    9.06761    0.07239    0.02061      0.285       6.15
2011  253  43763296       32.9       23.1    9.88274    0.07053    0.02095      0.297       6.46
2011  253  43862269       33.4       21.3    9.26948    0.07341    0.01983      0.270       6.22
2011  253  63784402       93.4       11.3    4.47378    0.03427    0.08208      2.395       3.50
2011  253  63869359       81.3        9.8    4.16115    0.02766    0.05431      1.963       4.05
2011  253  64169066       79.3       10.9    4.82482    0.02493    0.05701      2.287       4.34
2011  253  64264261       78.3       10.3    4.62351    0.02397    0.05277      2.201       4.40
2011  253  64350117       89.0       10.8    4.54000    0.02742    0.07135      2.602       3.81
2011  253  64464273      115.0       14.5    5.64907    0.02732    0.16077      5.885       3.01
2011  253  64560046       88.4       10.9    4.63244    0.02618    0.07151      2.731       3.87
2011  253  64657445      116.2       15.3    6.25848    0.02616    0.17276      6.604       3.07
2011  253  64768550      107.1       13.0    5.14092    0.03269    0.12432      3.803       3.18
2011  253  64854578       76.1       10.5    4.67842    0.03153    0.05096      1.616       4.32
2011  253  64949417       73.2       10.1    4.57198    0.04195    0.04523      1.078       4.24
2011  253  65047535       73.8       10.3    4.64817    0.04718    0.04679      0.992       4.13
2011  253  65146507       75.7       10.8    5.06482    0.04954    0.05187      1.047       4.14
2011  253  65239316       73.3        9.6    4.53478    0.05835    0.04337      0.743       3.98
2011  253  65341210       70.6       10.2    4.73484    0.05553    0.04275      0.770       4.13
2011  253  65434730       67.1        9.4    4.36484    0.05828    0.03539      0.607       4.11
2011  253  67982742       77.3       12.3    5.95063    0.04425    0.06121      1.383       4.34
2011  253  68094664       79.6       12.1    6.18259    0.04035    0.06418      1.591       4.42
2011  253  68184335       78.0       12.5    6.21395    0.04247    0.06367      1.499       4.41
2011  253  68293968      110.8       16.8    8.13747    0.03176    0.17256      5.433       3.47
2011  253  68380570       76.4       11.8    5.97734    0.03936    0.05779      1.468       4.52
2011  253  68478687       72.1       12.3    6.38089    0.04610    0.05347      1.160       4.67
2011  253  68576812       66.8       12.6    6.40219    0.04652    0.04699      1.010       4.86
2011  253  68695640       82.8       13.2    5.81203    0.03911    0.07595      1.942       4.05
2011  253  68779148       63.8       11.5    5.72951    0.03742    0.03906      1.044       5.07
2011  253  68880468       77.2       13.7    7.49860    0.03476    0.06826      1.964       4.85
2011  253  68972421       72.3       12.7    7.14150    0.02679    0.05554      2.073       5.29
2011  253  69069718       70.0       12.3    6.42966    0.02489    0.05022      2.018       5.26
2011  253  69159359       74.7       10.6    5.14722    0.02916    0.04945      1.696       4.63
2011  253  69262039       72.0       10.2    4.75222    0.04456    0.04426      0.993       4.30
2011  253  69357124       69.7       11.0    5.05298    0.04325    0.04469      1.033       4.44
2011  253  69465265      103.4       15.3    6.69448    0.04286    0.13662      3.187       3.41
2011  253  69553507       70.2       12.5    5.26276    0.04168    0.05163      1.239       4.36
2011  253  69666921       58.2       11.8    5.20015    0.04466    0.03353      0.751       4.86
2011  253  69749703       56.2       11.7    5.15730    0.04642    0.03073      0.662       4.90
2011  253  69851609       67.7       13.2    6.01447    0.04775    0.05084      1.065       4.57
2011  253  69949046       62.6       11.3    5.02349    0.04543    0.03692      0.813       4.63
2011  253  70046304       86.2       13.0    6.12923    0.04463    0.08063      1.806       3.99
2011  253  70137476       72.6       10.5    4.92611    0.04671    0.04611      0.987       4.28
2011  253  70239476       74.5       11.6    5.44906    0.04444    0.05371      1.209       4.33
2011  253  70333687       67.4       10.6    4.82392    0.04929    0.04031      0.818       4.35
2011  253  70442710       67.1       10.8    5.43769    0.04075    0.04059      0.996       4.80
2011  253  70533156       77.1       12.7    5.87356    0.03389    0.06317      1.864       4.44
2011  253  70649531       74.4       11.5    5.23396    0.03402    0.05331      1.567       4.45
2011  253  70727867       68.4       11.3    5.05486    0.03406    0.04410      1.295       4.66
2011  253  70827523       66.5       11.8    5.25404    0.03155    0.04354      1.380       4.83
2011  253  70917937       68.2       11.5    5.04854    0.03015    0.04452      1.477       4.74
2011  253  71018296       67.6       11.8    5.39115    0.03537    0.04529      1.280       4.74
2011  253  71115609       75.2       11.9    5.26194    0.03523    0.05649      1.604       4.35
2011  253  71212328       61.1       10.5    4.56689    0.03533    0.03275      0.927       4.83
2011  253  71315718       91.8       15.2    6.38924    0.03183    0.10734      3.372       3.78
2011  253  71418437       66.5       11.3    5.58394    0.02911    0.04164      1.430       5.13
2011  253  71511281       66.5       11.4    5.60299    0.02882    0.04200      1.458       5.13
2011  253  71620812       70.8       11.5    4.87429    0.03027    0.04829      1.596       4.52
2011  253  71710414       77.8       13.0    5.63433    0.03179    0.06558      2.063       4.32
2011  253  71817765       71.4       12.0    5.25727    0.03188    0.05111      1.603       4.57
2011  253  71904507       65.3       10.1    4.75164    0.02473    0.03589      1.451       5.11
2011  253  72008687       64.9       10.3    5.05380    0.02404    0.03620      1.506       5.27
2011  253  72096757       59.1       10.9    5.08498    0.03982    0.03166      0.795       5.01
2011  253  72191812       63.9       10.7    4.91191    0.03762    0.03666      0.974       4.78
2011  253  72299125       64.3       12.0    5.63077    0.03194    0.04163      1.304       5.07
2011  253  72389726       61.0       11.7    5.30824    0.03640    0.03658      1.005       5.01
2011  253  72490765       58.2       10.9    5.05832    0.04545    0.03099      0.682       4.87
2011  253  72605749       62.4       11.5    5.04598    0.04577    0.03756      0.821       4.61
2011  253  72692453       53.0       10.2    4.82918    0.04505    0.02400      0.533       5.07
2011  253  72773710       59.7        9.3    4.05776    0.04258    0.02773      0.651       4.56
2011  253  72867875       64.3        9.5    4.21696    0.04624    0.03293      0.712       4.36
2011  253  72977609       69.2        9.3    4.07819    0.04044    0.03719      0.920       4.27
2011  253  73076375       72.3        9.6    4.33723    0.03611    0.04198      1.163       4.34
2011  253  73174499       69.9        9.6    4.26823    0.03456    0.03926      1.136       4.44
2011  253  73268906       67.9        8.9    3.92461    0.03310    0.03440      1.039       4.47
2011  253  73369242       72.6       10.5    4.51954    0.03319    0.04613      1.390       4.36
2011  253  73471273       69.2       10.7    4.71726    0.03202    0.04302      1.344       4.59
2011  253  73580773       73.6       10.2    4.36928    0.03283    0.04621      1.408       4.29
2011  253  73667515       71.8       10.2    4.39174    0.03221    0.04386      1.362       4.39
2011  253  73764781       71.0        9.5    4.03345    0.03253    0.03992      1.227       4.34
2011  253  73863679       70.0       10.0    4.40330    0.03249    0.04091      1.259       4.50
2011  253  73957273       68.8       10.4    4.44972    0.03259    0.04114      1.262       4.51
2011  253  74060781       78.7       11.1    4.92028    0.03386    0.05767      1.703       4.20
2011  253  74152624       66.8        9.7    4.32598    0.03524    0.03628      1.030       4.56
2011  253  74253085       71.1       10.6    4.52051    0.03494    0.04493      1.286       4.36
2011  253  74345078       66.0       10.2    4.43805    0.03520    0.03709      1.053       4.59
2011  253  74444054       65.7        9.5    4.32499    0.03442    0.03437      0.999       4.66
2011  253  74558898       72.4       10.2    4.57814    0.03490    0.04464      1.279       4.40
2011  253  74648703       69.1       10.5    4.76962    0.03599    0.04209      1.169       4.55
2011  253  74744406       67.3        9.8    4.44284    0.03526    0.03736      1.059       4.58
2011  253  74840992       69.2        9.4    4.33737    0.03699    0.03783      1.023       4.47
2011  253  74937718       67.8        9.3    4.31280    0.04303    0.03566      0.829       4.39
2011  253  75031976       64.7        9.8    4.40758    0.04655    0.03413      0.733       4.41
2011  253  75135390       55.9        9.3    4.32705    0.04675    0.02427      0.519       4.74
2011  253  75231289       69.2       10.2    4.83956    0.04740    0.04077      0.860       4.38
2011  253  75327804       64.5       10.3    4.86181    0.04604    0.03568      0.775       4.59
2011  253  75427523       64.9        7.8    3.77375    0.05467    0.02745      0.502       4.12
2011  253  75543156       73.8        9.4    4.47766    0.04963    0.04298      0.866       4.11
2011  253  75632890       66.1        9.4    4.53472    0.04624    0.03445      0.745       4.47
2011  253  75720351       71.5       10.1    4.59143    0.04586    0.04313      0.940       4.23
2011  253  75820828       67.2        8.5    4.00739    0.05228    0.03212      0.614       4.15
2011  253  75911914       69.2        9.3    4.28730    0.05215    0.03722      0.714       4.14
2011  253  76016242       68.3        8.2    3.80230    0.05367    0.03211      0.598       4.01
2011  253  76112828       64.9        8.2    3.76253    0.05586    0.02894      0.518       4.04
2011  253  76209414       63.4        8.6    3.92128    0.05277    0.02907      0.551       4.19
2011  253  76310601       66.4        8.7    3.95595    0.05271    0.03208      0.609       4.11
2011  253  76408718       60.3        8.1    3.73265    0.05516    0.02477      0.449       4.17
2011  253  76524382       69.0        8.3    3.78763    0.05524    0.03310      0.599       3.94
2011  253  76604960       64.9        8.1    3.75296    0.05241    0.02848      0.543       4.12
2011  253  76700835       66.0        7.9    3.84408    0.05773    0.02890      0.501       4.05
2011  253  76806617       60.6        9.9    4.58995    0.05499    0.03041      0.553       4.43
2011  253  76896242       67.6        8.6    3.98381    0.05476    0.03267      0.597       4.07
2011  253  77002718       70.9        8.7    4.38639    0.04454    0.03667      0.823       4.36
2011  253  77095554       65.5        7.9    3.93327    0.05460    0.02852      0.522       4.17
2011  253  77191250       71.3        9.0    4.17360    0.05256    0.03815      0.726       4.05
2011  253  77295499       70.0        7.3    3.37855    0.05361    0.02994      0.558       3.84
2011  253  77387671       69.6        7.9    3.68523    0.05070    0.03201      0.631       4.01
2011  253  77504039       71.4        7.4    3.45821    0.04461    0.03149      0.706       4.03
2011  253  77586828       66.1        8.7    3.92378    0.05125    0.03172      0.619       4.14
2011  253  77687335       55.7        7.4    3.34957    0.03139    0.01919      0.611       4.90
2011  253  77787671       66.3        8.4    3.87013    0.02749    0.03074      1.118       4.76
2011  253  77882718       72.7        7.9    3.69551    0.02477    0.03468      1.400       4.55
2011  253  77977781       77.5        7.7    3.45028    0.02310    0.03844      1.664       4.29
2011  253  78078960       77.5        7.3    3.36520    0.02246    0.03665      1.632       4.33
2011  253  78178609       83.8        7.9    3.66901    0.02099    0.04645      2.213       4.18
2011  253  78277585       72.6        8.1    3.90996    0.01941    0.03581      1.845       4.80
2011  253  78371101       65.5        7.6    3.44073    0.02575    0.02710      1.052       4.73
2011  253  78489796       69.3        7.7    3.49824    0.02603    0.03108      1.194       4.56
2011  253  78580429       59.0        7.9    3.79897    0.03246    0.02282      0.703       4.95
2011  253  78667820       66.9        8.0    3.75749    0.03475    0.02984      0.859       4.51
2011  253  78767468       68.2        8.1    3.83191    0.04843    0.03151      0.651       4.15
2011  253  78868656       66.4        7.7    3.64442    0.04416    0.02852      0.646       4.25
2011  253  78966773       62.1        7.6    3.57956    0.03997    0.02460      0.615       4.48
2011  253  79066289       66.3        7.2    3.30517    0.03290    0.02630      0.799       4.44
2011  253  79159773       76.4        7.3    3.42006    0.02984    0.03565      1.195       4.21
2011  253  79270156       72.6        6.3    3.28040    0.02156    0.02756      1.278       4.74
2011  253  79360781       49.6        3.8    2.32275    0.01064    0.00773      0.727       6.71
2011  253  79477265       48.6        3.6    2.19865    0.01172    0.00712      0.607       6.50
2011  253  79560054       51.9        3.8    2.34811    0.01212    0.00862      0.712       6.35
2011  253  79655109       59.3        3.7    2.28047    0.01282    0.01078      0.841       5.82
2011  253  79756289       46.4        3.6    2.38047    0.01343    0.00650      0.484       6.65
2011  253  79845078       45.8        3.6    2.33564    0.01278    0.00639      0.500       6.71
2011  253  79949320       61.1        3.7    2.33207    0.01374    0.01157      0.843       5.68
2011  253  80045234       56.5        3.6    2.27634    0.01399    0.00973      0.696       5.86
2011  253  80143351       56.0        3.4    2.17051    0.01307    0.00903      0.691       5.93
2011  253  80243828       49.3        3.9    2.48537    0.01162    0.00794      0.683       6.75
2011  253  80341945       41.7        3.8    2.49909    0.01190    0.00553      0.465       7.30
2011  253  80458453       49.1        3.6    2.23537    0.01225    0.00720      0.588       6.46
2011  253  80541250       48.0        3.6    2.27421    0.01147    0.00693      0.604       6.69
2011  253  80636304       50.4        3.8    2.45735    0.01245    0.00813      0.653       6.56
2011  253  80737343       43.1        3.4    2.30183    0.01232    0.00532      0.432       6.99
2011  253  80835601       43.1        3.8    2.58025    0.01289    0.00590      0.458       7.15
2011  253  80930695       43.2        3.7    2.42698    0.01332    0.00572      0.430       6.91
2011  253  81028812       47.7        3.9    2.56271    0.01335    0.00748      0.560       6.70
2011  253  81129820       46.7        3.9    2.56961    0.01368    0.00713      0.521       6.74
2011  253  81225015       49.8        4.1    2.67511    0.01274    0.00840      0.660       6.74
2011  253  81323140       47.7        3.9    2.52741    0.01292    0.00745      0.577       6.72
2011  253  81441898       47.9        3.6    2.40783    0.01255    0.00698      0.556       6.71
2011  253  81522437       44.2        3.5    2.33054    0.01284    0.00573      0.447       6.84
2011  253  81617492       45.9        3.7    2.41866    0.01229    0.00646      0.525       6.89
2011  253  81715617       44.1        3.6    2.35136    0.01220    0.00589      0.483       6.94
2011  253  81813734       46.0        3.7    2.35307    0.01222    0.00646      0.529       6.80
2011  253  81911843       44.6        3.3    2.13306    0.01189    0.00552      0.465       6.75
2011  253  82009976       50.8        4.1    2.50771    0.01246    0.00893      0.717       6.47
2011  253  82107234       53.5        4.4    2.70753    0.01197    0.01060      0.885       6.47
2011  253  82203859       42.8        4.5    2.72716    0.01190    0.00687      0.577       7.28
2011  253  82307250       54.5        4.5    2.71782    0.01190    0.01119      0.940       6.39
2011  253  82420031       47.9        4.0    2.42418    0.01197    0.00770      0.643       6.66
2011  253  82501281       49.3        4.3    2.63008    0.01205    0.00869      0.721       6.72
2011  253  82798710       60.1        4.7    2.83663    0.01189    0.01430      1.203       6.06
2011  253  82889835       56.1        4.3    2.61605    0.01172    0.01128      0.963       6.27
2011  253  82992585       46.1        4.5    2.71193    0.01182    0.00799      0.676       7.01
2011  253  83093070       40.1        3.6    2.08939    0.01164    0.00478      0.411       6.92
2011  253  83184234       38.9        3.4    1.99212    0.01192    0.00429      0.360       6.84
2011  253  83282351       38.1        3.5    2.05141    0.01183    0.00429      0.363       6.96
2011  253  83400539       51.1        4.3    2.58724    0.01163    0.00942      0.809       6.58
2011  253  83481656       41.3        3.7    2.16065    0.01202    0.00531      0.441       6.83
2011  253  83576710       39.8        3.6    2.07413    0.01197    0.00471      0.393       6.85
2011  253  83675648       40.1        3.6    2.10869    0.01198    0.00480      0.401       6.88
2011  253  83776148       50.1        4.3    2.63613    0.01203    0.00901      0.749       6.67
2011  253  83874273       45.1        3.9    2.46355    0.01184    0.00667      0.564       6.97
2011  253  83972359       51.3        4.3    2.66319    0.01173    0.00954      0.813       6.64
2011  253  84070507       42.9        3.7    2.21714    0.01161    0.00565      0.486       6.90
2011  253  84168632       54.0        4.4    2.73245    0.01155    0.01077      0.933       6.52
2011  253  84266749       45.5        3.8    2.47936    0.01142    0.00663      0.581       7.07
2011  253  84383265       50.0        4.2    2.58940    0.01120    0.00877      0.783       6.77
2011  253  84462882       45.0        4.5    2.70316    0.01146    0.00755      0.659       7.15
2011  253  84566421       60.2        5.2    3.19071    0.01141    0.01568      1.374       6.27
2011  253  84667601       41.5        4.1    2.81038    0.01220    0.00588      0.482       7.59
2011  253  84755812       48.7        4.1    2.89738    0.01317    0.00815      0.619       7.01
2011  253  84855460       44.2        3.8    2.57265    0.01229    0.00614      0.500       7.18
2011  253  84950382       54.9        4.7    2.78649    0.01146    0.01176      1.026       6.42
2011  253  85047812       41.5        4.3    2.55625    0.01146    0.00620      0.541       7.28
2011  253  85146617       50.5        4.9    2.94060    0.01088    0.01054      0.969       6.89
2011  253  85247765       48.4        4.9    2.86362    0.00985    0.00949      0.964       7.16
2011  253  85362789       57.4        4.9    2.89656    0.00958    0.01353      1.413       6.46
2011  253  85442468       47.6        5.2    3.08609    0.00923    0.00983      1.065       7.45
2011  253  85542156       56.3        5.4    3.13656    0.00763    0.01422      1.863       6.83
2011  253  85629515       54.0        5.0    2.98200    0.00900    0.01218      1.353       6.86
2011  253  85728515       47.9        5.0    3.02111    0.00915    0.00967      1.057       7.42
2011  253  85827281       59.6        5.0    2.99830    0.01199    0.01498      1.250       6.12
2011  253  85928460       54.8        4.6    2.83622    0.01224    0.01159      0.946       6.42
2011  253  86025234       46.0        4.6    2.79268    0.01294    0.00809      0.626       6.93
2011  253  86124742       60.7        5.2    3.15310    0.01251    0.01606      1.284       6.09
2011  253  86220640       42.6        5.7    3.68826    0.01300    0.00868      0.668       7.82
2011  253  86339335       47.4        4.5    2.78412    0.01393    0.00844      0.606       6.72
