             Wind MFI and SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz        Psw         Pb        Pth    
                           nT         nT         nT         nT        nPa        nPa        nPa    
2011  252  67191046       8.79      -4.20       1.20       7.44    3.40558    0.03078    0.02321
2011  252  67289164       7.75      -3.51       4.01       5.38    3.91778    0.02389    0.03303
2011  252  67387281       5.54      -2.79       3.99       0.68    3.83691    0.01222    0.03193
2011  252  67485406       4.23      -0.99       2.18      -0.01    3.77735    0.00711    0.04088
2011  252  67587984       4.84      -4.00       2.25       0.83    3.84971    0.00932    0.03386
2011  252  67680789       5.29      -4.39       1.04      -2.47    5.47306    0.01113    0.12879
2011  252  67779624       7.58      -4.69       2.95      -4.36    3.11884    0.02285    0.01400
2011  252  67897851       9.42      -2.93       8.27      -2.40    3.26565    0.03534    0.01743
2011  252  67979101       9.62      -3.29       8.75      -1.90    2.98599    0.03686    0.01515
2011  252  68074156       9.65      -3.72       8.72      -1.79    2.65177    0.03707    0.01632
2011  252  68172273       9.90      -3.52       8.98      -2.20    2.45837    0.03903    0.01344
2011  252  68270398       9.95      -3.31       9.04      -2.38    2.53050    0.03938    0.01478
2011  252  68368515       9.86      -3.34       9.01      -2.15    2.82225    0.03866    0.01910
2011  252  68466632       9.50      -3.17       8.74      -1.65    2.74796    0.03587    0.01512
2011  252  68564750       8.96      -3.26       8.23      -1.25    3.05213    0.03191    0.01933
2011  252  68662875       9.18      -2.80       8.40      -2.34    2.91162    0.03350    0.01581
2011  252  68760992       9.23      -2.42       8.59      -2.11    3.25766    0.03388    0.02582
2011  252  68877507       9.06      -1.39       8.73      -0.01    3.38912    0.03264    0.02381
2011  252  68960289       7.97      -4.22       1.42      -4.66    3.20764    0.02526    0.03362
2011  252  69055351       7.02      -1.44       6.52       0.03    4.03881    0.01959    0.02220
2011  252  69153468       8.55      -2.38       8.19      -0.08    3.95998    0.02909    0.02002
2011  252  69251585       8.66      -2.25       8.30      -0.62    3.62719    0.02987    0.01849
2011  252  69349703       9.08      -2.64       8.51      -1.54    3.32655    0.03278    0.01527
2011  252  69447828       9.51      -3.06       8.94      -0.80    3.61914    0.03596    0.01618
2011  252  69545945       8.43      -2.63       7.98       0.23    4.58935    0.02827    0.02470
2011  252  69644062       9.00      -2.79       8.47       1.03    3.43851    0.03222    0.01864
2011  252  69742179       9.06      -2.73       8.55       0.94    3.55534    0.03267    0.02002
2011  252  69857171       7.85      -2.41       6.25       3.92    3.68970    0.02449    0.02640
2011  252  69947617       7.64      -1.92       7.04       1.95    3.69021    0.02322    0.02615
2011  252  70036539       7.74      -2.22       7.21       1.71    4.08454    0.02381    0.02406
2011  252  70131515       5.63      -2.43       3.82       2.79    4.66541    0.01263    0.05601
2011  252  70238875       6.31      -3.26       4.75       2.49    4.02563    0.01584    0.02575
2011  252  70330828       6.51      -3.54       4.80       2.42    3.94540    0.01684    0.02728
2011  252  70425914       7.47      -2.98       6.74       0.82    4.15750    0.02222    0.02620
2011  252  70533226       8.15      -3.57       7.21       0.90    3.86067    0.02641    0.01618
2011  252  70625257       7.96      -2.72       7.41       0.19    4.29840    0.02521    0.02592
2011  252  70723374       7.27      -2.70       6.71       0.45    4.13434    0.02101    0.02473
2011  252  70836789       7.17      -2.24       6.68       0.54    3.94831    0.02043    0.02652
2011  252  70925601       7.15      -2.37       6.43       0.16    3.97788    0.02034    0.02426
2011  252  71006968       8.34       1.84       5.10      -5.86    2.79585    0.02767    0.03081
2011  252  71131148       8.62       1.84       5.50      -6.29    2.94565    0.02959    0.02898
2011  252  71214648       7.85       1.53       5.05      -5.59    3.35065    0.02455    0.03944
2011  252  71312046       8.22      -0.65       7.06      -4.13    3.03999    0.02688    0.02707
2011  252  71413960       7.45      -1.44       6.10      -3.87    3.85244    0.02206    0.03020
2011  252  71505945       7.38      -2.47       5.65      -3.97    3.87549    0.02164    0.02382
2011  252  71604062       7.23      -3.19       5.37      -3.53    4.27165    0.02082    0.03267
2011  252  71702187       7.30      -3.07       5.49      -3.65    3.93012    0.02120    0.02419
2011  252  71799445       8.14      -2.78       6.46      -4.08    3.45719    0.02635    0.02508
2011  252  71904554       8.29      -3.04       6.70      -3.80    3.86826    0.02734    0.03022
2011  252  71992750       8.09      -3.41       6.50      -2.73    3.17644    0.02603    0.02656
2011  252  72114515       8.41      -5.28       6.39      -1.26    3.19267    0.02813    0.01897
2011  252  72195093       7.99      -4.85       6.17       1.14    3.25296    0.02542    0.02121
2011  252  72299343       7.93      -0.64       5.09      -4.35    3.56800    0.02500    0.03047
2011  252  72388257       8.29       2.72       2.54      -7.40    2.62292    0.02736    0.03380
2011  252  72495585       7.82       2.45       2.76      -6.89    2.61831    0.02436    0.03803
2011  252  72590632       8.05       2.57       2.72      -7.12    2.50238    0.02578    0.02886
2011  252  72688750       8.03       2.19       3.30      -6.97    2.52944    0.02565    0.03795
2011  252  72789937       5.32       0.95       2.05      -4.77    2.93666    0.01126    0.04481
2011  252  72878859       5.46       0.61       2.35      -4.85    2.95249    0.01187    0.04739
2011  252  72973914       4.21       0.56       1.22      -2.95    3.07163    0.00705    0.05308
2011  252  73088898       4.91       1.17      -2.03      -4.29    2.75316    0.00960    0.05943
2011  252  73176281       5.19       1.81      -1.19      -4.63    2.96103    0.01070    0.07562
2011  252  73274406       4.58       0.58       2.20      -3.85    2.74319    0.00834    0.05544
2011  252  73366390       4.07       1.54       1.68      -3.31    2.83486    0.00659    0.06030
2011  252  73464507       4.41       1.45       1.47      -3.85    2.83764    0.00773    0.05927
2011  252  73562624       3.73       0.63       2.01      -2.98    2.84762    0.00552    0.05909
2011  252  73660750       4.06       2.11       1.38      -3.08    2.87924    0.00655    0.06661
2011  252  73755804       4.39       1.91       1.81      -3.46    2.86840    0.00767    0.06540
2011  252  73863117       5.15       3.94      -0.94      -2.98    2.71429    0.01057    0.06800
2011  252  73958132       4.81       2.78      -1.80      -3.40    2.74614    0.00919    0.06889
2011  252  74068382       6.07       4.66      -1.75      -3.46    2.80031    0.01465    0.08261
2011  252  74153421       5.35       4.37       0.14      -2.58    2.38823    0.01140    0.04987
2011  252  74248468       4.54       2.30       2.56      -2.51    2.76225    0.00820    0.07104
2011  252  74353710       5.27       0.08       4.91      -1.74    2.51203    0.01106    0.03507
2011  252  74442640       5.84       0.97       5.34      -1.99    2.40488    0.01356    0.03368
2011  252  74540750       5.99       1.72       3.47      -4.49    2.66890    0.01425    0.05768
2011  252  74645000       6.48       0.93       5.29      -3.55    2.53280    0.01668    0.03703
2011  252  74736984       6.77       0.27       5.86      -3.37    2.44255    0.01824    0.03245
2011  252  74834937       6.89      -0.72      -0.48      -5.65    2.56496    0.01890    0.03730
2011  252  74933054       8.03       0.44      -0.28      -7.91    2.90944    0.02568    0.03363
2011  252  75043578       8.81       0.39      -1.87      -8.56    2.61975    0.03092    0.03321
2011  252  75129429       6.60       0.67      -3.17      -5.57    3.19282    0.01735    0.03501
2011  252  75224484       7.30       0.62      -1.03      -7.12    2.37626    0.02122    0.02799
2011  252  75322601       5.02       0.70      -0.52      -4.78    2.86427    0.01004    0.04412
2011  252  75420718       2.98       2.37      -0.13      -1.79    3.36426    0.00354    0.05376
2011  252  75514312       4.44       3.63      -0.83      -2.38    3.30138    0.00784    0.06308
2011  252  75616960       1.79       1.47      -0.10      -1.00    3.36620    0.00127    0.05299
2011  252  75715117       4.48       3.88      -0.32      -2.15    3.13700    0.00799    0.05490
2011  252  75808632       5.56       4.45       0.13      -3.28    3.12001    0.01229    0.05827
2011  252  75917445       5.35       3.10      -0.66      -4.09    3.24106    0.01137    0.05147
2011  252  76024804       6.04       2.52       1.16      -5.26    3.00211    0.01451    0.06120
2011  252  76110656       5.43       2.21       1.40      -4.73    3.03661    0.01175    0.04608
2011  252  76199445       7.28       3.62       2.49      -5.44    2.68900    0.02110    0.03166
2011  252  76295992       8.27      -0.12      -0.73      -8.12    3.09146    0.02720    0.03704
2011  252  76401773       7.05      -4.55      -4.37      -2.93    4.01472    0.01975    0.02705
2011  252  76493765       7.58      -4.56      -4.35      -4.02    4.88386    0.02284    0.03846
2011  252  76598007       7.26      -4.78      -4.01      -3.48    4.71539    0.02097    0.03196
2011  252  76686929       7.42      -4.08      -5.24      -2.90    5.12132    0.02190    0.04127
2011  252  76792046       7.81      -4.73      -5.19      -2.95    5.03135    0.02429    0.02665
2011  252  76888585       7.88      -3.55      -4.61      -5.12    4.76078    0.02470    0.02917
2011  252  77005820       8.27      -4.96      -3.80      -5.21    4.29686    0.02722    0.01993
2011  252  77088617       8.48      -6.75      -3.42      -3.59    4.81657    0.02863    0.02242
2011  252  77180601       8.61      -6.51      -4.88      -2.51    4.87709    0.02947    0.02977
2011  252  77288703       8.33      -7.42      -3.62      -0.47    4.60693    0.02761    0.02405
2011  252  77378328       8.70      -7.47      -4.37      -0.49    4.38866    0.03012    0.02271
2011  252  77484148       9.58      -8.74      -2.56       2.91    4.07714    0.03650    0.01393
2011  252  77582273       9.68      -8.67      -2.97       2.91    4.34737    0.03729    0.01574
2011  252  77680390       9.74      -8.72      -2.76       3.25    4.44218    0.03772    0.01404
2011  252  77775445       9.77      -8.10      -1.55       5.10    4.62297    0.03797    0.02182
2011  252  77873562       9.74      -8.11      -1.46       5.18    4.58449    0.03776    0.01955
2011  252  77989406       9.18      -7.75      -1.68       3.78    4.87195    0.03355    0.03601
2011  252  78070585       8.61      -8.32      -1.81       0.37    5.15700    0.02951    0.02785
2011  252  78164851       9.44      -9.23      -0.36       0.18    4.56618    0.03542    0.01642
2011  252  78462414       9.54      -8.12      -3.45       3.52    3.85822    0.03618    0.01663
2011  252  78560359       8.16      -6.07      -3.89      -0.62    4.13771    0.02647    0.02714
2011  252  78655453       7.70      -5.79      -2.69      -3.91    4.52092    0.02362    0.02814
2011  252  78753539       7.64      -5.30      -4.00      -3.72    4.60641    0.02321    0.02802
2011  252  78848625       8.17      -5.90      -3.80      -4.00    4.10363    0.02656    0.02514
2011  252  78968164       8.49      -6.39      -3.66      -4.18    4.21790    0.02865    0.02900
2011  252  79047929       8.01      -5.80      -3.48      -4.25    4.64504    0.02552    0.03006
2011  252  79142945       7.69      -4.14      -4.82      -4.25    4.44639    0.02356    0.03148
2011  252  79247234       8.09      -4.71      -4.96      -4.24    4.34687    0.02607    0.02900
2011  252  79336117       7.65      -3.78      -6.04      -2.64    4.12177    0.02329    0.02863
2011  252  79442046       7.64      -3.57      -5.01      -4.08    4.73167    0.02323    0.02129
2011  252  79535492       7.83      -0.50       6.66      -3.16    4.68344    0.02438    0.02929
2011  252  79639742       8.27       0.44       7.29      -2.49    4.01663    0.02724    0.01612
2011  252  79739468       8.48      -0.87      -1.38      -6.15    3.68736    0.02858    0.00987
2011  252  79835914       8.28      -1.56      -5.67      -5.80    3.90218    0.02728    0.02858
2011  252  79952421       7.66      -0.11      -5.78      -5.02    3.86262    0.02335    0.03239
2011  252  80038281       8.34      -0.84      -6.73      -4.83    3.76078    0.02770    0.02812
2011  252  80129585       9.16      -1.69      -7.04      -5.55    3.38859    0.03342    0.02515
2011  252  80231453       9.93      -1.71      -8.08      -5.45    3.33265    0.03924    0.02603
2011  252  80329570      10.30      -1.53      -8.44      -5.62    3.46351    0.04218    0.02354
2011  252  80427695      10.45      -1.84      -8.56      -5.65    3.42763    0.04347    0.01999
2011  252  80525812      10.68      -1.59      -9.09      -5.33    3.53051    0.04536    0.02548
2011  252  80621007      11.10      -1.13      -9.66      -5.34    3.17479    0.04905    0.01798
2011  252  80722187       9.24      -0.24      -3.51       5.83    5.13492    0.03396    0.03685
2011  252  80817929       7.84      -1.85      -3.51       5.65    4.94697    0.02443    0.04987
2011  252  80932976       7.68      -1.57      -2.95       5.85    4.12745    0.02347    0.02878
2011  252  81019648       7.83      -4.17      -1.51       6.23    5.21234    0.02439    0.04284
2011  252  81116953       7.90      -3.58      -2.24       6.21    5.26676    0.02482    0.03287
2011  252  81215781       5.87      -3.14       0.99       4.78    6.05763    0.01370    0.04465
2011  252  81310937       7.23      -2.73      -1.23       6.31    5.04150    0.02082    0.02960
2011  252  81409054       7.95      -1.91      -2.12       7.24    5.24216    0.02517    0.03271
2011  252  81504007       9.20       0.33      -2.75       8.62    3.97830    0.03370    0.02980
2011  252  81611429       9.36      -1.88      -5.50       7.00    4.08531    0.03486    0.02775
2011  252  81700312      10.58      -2.07      -9.67       0.41    3.05045    0.04456    0.02133
2011  252  81804421      10.03      -1.70      -9.16      -1.33    3.90581    0.04005    0.02498
2011  252  81914945      10.28      -1.22      -8.62       4.87    3.24375    0.04206    0.01817
2011  252  81997601      10.09      -0.36      -9.74       1.89    3.41908    0.04055    0.02460
2011  252  82098921       9.95      -1.19      -9.10       3.12    3.53872    0.03943    0.02773
2011  252  82190914      10.01      -2.18      -8.64       3.56    3.52467    0.03986    0.02252
2011  252  82289031      10.31      -2.83      -8.85       4.42    3.32429    0.04232    0.02285
2011  252  82389367       9.79      -2.50      -8.00       4.88    3.50043    0.03815    0.02374
2011  252  82485273       9.71      -2.27      -8.82       2.66    3.78609    0.03750    0.02416
2011  252  82586312       9.56      -1.93      -8.04      -4.77    3.58445    0.03635    0.02415
2011  252  82682210       9.28      -2.28      -7.52      -4.83    4.22136    0.03426    0.03226
2011  252  82772671       9.47      -2.32      -7.44      -5.26    3.91079    0.03571    0.02278
2011  252  82895999       9.92      -2.75      -8.82      -3.52    3.78674    0.03914    0.01863
2011  252  82978789       9.90      -2.97      -8.51      -3.99    4.19976    0.03903    0.02075
2011  252  83073156      10.05      -2.55      -9.61      -0.19    3.90735    0.04019    0.01863
2011  252  83173640      10.12      -0.60     -10.01       0.54    4.21842    0.04078    0.02169
2011  252  83267015      10.19       0.08      -9.84      -0.33    4.54548    0.04128    0.02746
2011  252  83371265      10.59      -2.40      -9.29      -4.32    3.94967    0.04467    0.02076
2011  252  83463250      10.50      -3.15      -8.53      -5.08    3.89150    0.04385    0.01898
2011  252  83566820      10.30      -2.74      -9.13      -3.34    4.63994    0.04218    0.02531
2011  252  83659492      10.02      -1.71      -8.88      -3.72    4.46441    0.03994    0.02417
2011  252  83761523       9.93      -1.43      -9.04      -3.57    4.51608    0.03921    0.02086
2011  252  83875796       9.61      -0.83      -7.66      -5.35    4.88388    0.03671    0.02519
2011  252  83961648       9.93      -2.28      -8.69      -4.16    4.44275    0.03921    0.01831
2011  252  84053632      10.12      -2.55      -8.96      -3.72    4.45173    0.04072    0.01967
2011  252  84153289      10.13      -2.63      -8.95      -3.85    4.60442    0.04086    0.02119
2011  252  84250585      10.27      -2.12      -8.36      -5.46    4.63967    0.04195    0.02112
2011  252  84347992      10.23      -1.99      -8.31      -5.53    4.80062    0.04161    0.02189
2011  252  84447500      10.41      -1.74      -8.39      -5.89    4.26875    0.04311    0.01523
2011  252  84545617      10.43      -1.82      -9.05      -4.65    5.13440    0.04326    0.02380
2011  252  84643875       9.65      -2.26      -7.27      -5.90    5.11233    0.03706    0.02228
2011  252  84740328      10.21      -1.74      -7.79      -6.31    4.77170    0.04152    0.02751
2011  252  84855312      10.93      -1.92      -5.62      -8.97    4.35740    0.04751    0.02526
2011  252  84938874      10.58       0.50      -4.27      -9.63    4.31421    0.04455    0.02180
2011  252  85034679      10.24       0.30      -2.46      -9.86    4.12634    0.04174    0.01702
2011  252  85134468       9.68       1.02      -2.24      -9.03    4.36929    0.03728    0.02382
2011  252  85230234       9.84       1.40      -3.50      -9.06    4.31482    0.03855    0.02112
2011  252  85333640       9.81       1.48      -2.46      -9.31    4.14218    0.03829    0.01271
2011  252  85428828       9.74       3.33      -0.20      -9.07    4.65899    0.03777    0.02630
2011  252  85526804      10.15       2.01      -1.21      -9.83    3.87849    0.04099    0.01862
2011  252  85623390      10.61       1.51      -0.79     -10.46    3.29567    0.04478    0.01654
2011  252  85721507      10.74       1.71      -0.80     -10.56    3.40511    0.04585    0.01739
2011  252  85837343      10.22       1.20      -0.31     -10.15    3.93416    0.04159    0.02173
2011  252  85919281      10.05       0.81      -1.30      -9.89    4.47846    0.04018    0.02275
2011  252  86017398      10.03       0.86      -1.04      -9.93    4.23263    0.04001    0.02077
2011  252  86115515       9.62       0.53      -0.86      -9.52    4.34324    0.03679    0.02113
2011  252  86214484       9.15       0.44      -0.79      -9.07    4.58387    0.03331    0.02186
2011  252  86311750       9.63       0.53      -0.27      -9.57    4.03477    0.03692    0.02079
