                           Wind MFI and SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz       Theta       Phi         V          Vx         Vy         Vz    
                           nT         nT         nT         nT        deg        deg        km/s       km/s       km/s       km/s   
2011  252  77873562       9.74      -8.11      -1.46       5.18      32.13     190.21      536.6     -533.0       45.4       42.4
2011  252  77989406       9.18      -7.75      -1.68       3.78      25.48     192.20      539.5     -536.7       42.6       34.7
2011  252  78070585       8.61      -8.32      -1.81       0.37       2.46     192.30      542.8     -539.4       53.3       29.5
2011  252  78164851       9.44      -9.23      -0.36       0.18       1.14     182.22      533.3     -529.3       64.4        5.4
2011  252  78462414       9.54      -8.12      -3.45       3.52      21.74     203.05      519.8     -516.8       45.8       32.4
2011  252  78560359       8.16      -6.07      -3.89      -0.62      -4.93     212.65      524.6     -522.5       45.6        6.8
2011  252  78655453       7.70      -5.79      -2.69      -3.91     -31.48     204.91      535.8     -533.8       44.8      -11.1
2011  252  78753539       7.64      -5.30      -4.00      -3.72     -29.27     217.06      527.8     -527.2       24.1       -6.7
2011  252  78848625       8.17      -5.90      -3.80      -4.00     -29.69     212.79      523.9     -523.0       27.1      -15.8
2011  252  78968164       8.49      -6.39      -3.66      -4.18     -29.61     209.79      523.2     -522.4       26.6      -11.9
2011  252  79047929       8.01      -5.80      -3.48      -4.25     -32.13     210.99      526.8     -526.0       23.7      -16.8
2011  252  79142945       7.69      -4.14      -4.82      -4.25     -33.76     229.33      517.2     -516.6       20.9      -15.2
2011  252  79247234       8.09      -4.71      -4.96      -4.24     -31.82     226.46      522.7     -521.9       27.4      -11.3
2011  252  79336117       7.65      -3.78      -6.04      -2.64     -20.30     237.97      519.2     -518.7       16.5      -15.9
2011  252  79442046       7.64      -3.57      -5.01      -4.08     -33.56     234.50      520.5     -519.8       13.4      -21.8
2011  252  79535492       7.83      -0.50       6.66      -3.16     -25.29      94.31      503.2     -497.3       76.8        2.9
2011  252  79639742       8.27       0.44       7.29      -2.49     -18.81      86.58      497.9     -490.3       85.3       14.6
2011  252  79739468       8.48      -0.87      -1.38      -6.15     -75.15     237.81      506.8     -506.5       13.6      -14.1
2011  252  79835914       8.28      -1.56      -5.67      -5.80     -44.62     254.60      511.1     -509.9       20.2      -28.8
2011  252  79952421       7.66      -0.11      -5.78      -5.02     -41.00     268.93      511.5     -510.4       21.3      -24.5
2011  252  80038281       8.34      -0.84      -6.73      -4.83     -35.48     262.89      510.5     -509.8       17.9      -21.1
2011  252  80129585       9.16      -1.69      -7.04      -5.55     -37.45     256.51      511.1     -510.6       11.6      -20.0
2011  252  80231453       9.93      -1.71      -8.08      -5.45     -33.43     258.08      511.2     -510.8        7.9      -19.6
2011  252  80329570      10.30      -1.53      -8.44      -5.62     -33.21     259.73      511.9     -510.5       21.3      -31.7
2011  252  80427695      10.45      -1.84      -8.56      -5.65     -32.82     257.88      515.2     -514.1       19.3      -28.5
2011  252  80525812      10.68      -1.59      -9.09      -5.33     -30.04     260.08      509.9     -509.0       12.3      -26.7
2011  252  80621007      11.10      -1.13      -9.66      -5.34     -28.78     263.32      504.0     -503.1       15.5      -26.0
2011  252  80722187       9.24      -0.24      -3.51       5.83      58.85     266.10      511.1     -510.9       -9.2       12.7
2011  252  80817929       7.84      -1.85      -3.51       5.65      54.88     242.19      517.3     -515.5       37.5       21.8
2011  252  80932976       7.68      -1.57      -2.95       5.85      60.21     241.96      492.9     -490.6       36.5       29.7
2011  252  81019648       7.83      -4.17      -1.51       6.23      54.54     199.91      527.1     -522.1       67.9       25.7
2011  252  81116953       7.90      -3.58      -2.24       6.21      55.79     212.00      527.7     -524.4       40.5       41.9
2011  252  81215781       5.87      -3.14       0.99       4.78      55.45     162.44      527.4     -523.7       55.1       28.0
2011  252  81310937       7.23      -2.73      -1.23       6.31      64.64     204.30      523.0     -518.1       63.8       31.6
2011  252  81409054       7.95      -1.91      -2.12       7.24      68.50     228.01      516.4     -512.5       55.2       30.4
2011  252  81504007       9.20       0.33      -2.75       8.62      72.20     276.78      491.3     -487.1       48.5       42.1
2011  252  81611429       9.36      -1.88      -5.50       7.00      50.31     251.15      507.7     -504.8       45.0       30.3
2011  252  81700312      10.58      -2.07      -9.67       0.41       2.39     257.89      503.5     -502.8        3.4      -27.6
2011  252  81804421      10.03      -1.70      -9.16      -1.33      -8.12     259.50      519.3     -519.1       15.6        1.8
2011  252  81914945      10.28      -1.22      -8.62       4.87      29.25     261.91      502.6     -500.3       22.0       42.6
2011  252  81997601      10.09      -0.36      -9.74       1.89      10.99     267.87      502.7     -502.2       13.1       18.1
2011  252  82098921       9.95      -1.19      -9.10       3.12      18.74     262.58      511.2     -510.5       15.8       21.4
2011  252  82190914      10.01      -2.18      -8.64       3.56      21.76     255.84      502.9     -502.6        4.5      -15.3
2011  252  82289031      10.31      -2.83      -8.85       4.42      25.46     252.29      512.5     -512.3       12.7        4.2
2011  252  82389367       9.79      -2.50      -8.00       4.88      30.18     252.68      513.9     -513.4       10.9       19.1
2011  252  82485273       9.71      -2.27      -8.82       2.66      16.31     255.56      510.5     -510.4        1.1       -9.7
2011  252  82586312       9.56      -1.93      -8.04      -4.77     -29.99     256.51      507.5     -506.0       11.7      -37.7
2011  252  82682210       9.28      -2.28      -7.52      -4.83     -31.59     253.16      510.1     -508.6       14.4      -35.4
2011  252  82772671       9.47      -2.32      -7.44      -5.26     -34.00     252.67      510.2     -508.8        3.6      -36.9
2011  252  82895999       9.92      -2.75      -8.82      -3.52     -20.88     252.67      509.6     -507.7        0.4      -43.1
2011  252  82978789       9.90      -2.97      -8.51      -3.99     -23.88     250.78      514.0     -510.9        7.8      -56.1
2011  252  83073156      10.05      -2.55      -9.61      -0.19      -1.12     255.13      513.8     -512.5       -7.8      -35.9
2011  252  83173640      10.12      -0.60     -10.01       0.54       3.09     266.55      508.6     -507.3       15.6      -32.9
2011  252  83267015      10.19       0.08      -9.84      -0.33      -1.91     270.47      500.7     -500.0       10.6      -24.1
2011  252  83371265      10.59      -2.40      -9.29      -4.32     -24.22     255.50      523.9     -521.5        0.6      -49.9
2011  252  83463250      10.50      -3.15      -8.53      -5.08     -29.18     249.71      516.9     -514.8        6.7      -46.4
2011  252  83566820      10.30      -2.74      -9.13      -3.34     -19.30     253.30      513.2     -510.0       14.7      -55.5
2011  252  83659492      10.02      -1.71      -8.88      -3.72     -22.35     259.13      503.7     -501.4       23.6      -42.4
2011  252  83761523       9.93      -1.43      -9.04      -3.57     -21.29     261.01      508.8     -506.5       20.1      -44.5
2011  252  83875796       9.61      -0.83      -7.66      -5.35     -34.81     263.83      504.9     -499.6       25.1      -68.4
2011  252  83961648       9.93      -2.28      -8.69      -4.16     -24.85     255.32      508.3     -504.9       17.6      -56.0
2011  252  84053632      10.12      -2.55      -8.96      -3.72     -21.78     254.14      508.7     -506.0        9.3      -51.6
2011  252  84153289      10.13      -2.63      -8.95      -3.85     -22.43     253.60      507.1     -503.9       14.7      -54.9
2011  252  84250585      10.27      -2.12      -8.36      -5.46     -32.37     255.78      505.1     -502.8       15.0      -45.6
2011  252  84347992      10.23      -1.99      -8.31      -5.53     -32.92     256.56      506.6     -503.7       10.4      -52.9
2011  252  84447500      10.41      -1.74      -8.39      -5.89     -34.50     258.32      506.3     -503.1       13.3      -55.4
2011  252  84545617      10.43      -1.82      -9.05      -4.65     -26.77     258.63      511.5     -507.8       22.5      -56.8
2011  252  84643875       9.65      -2.26      -7.27      -5.90     -37.77     252.70      516.1     -510.6       20.7      -72.2
2011  252  84740328      10.21      -1.74      -7.79      -6.31     -38.32     257.39      500.2     -496.9       20.9      -53.7
2011  252  84855312      10.93      -1.92      -5.62      -8.97     -56.47     251.16      500.6     -497.0       24.8      -54.9
2011  252  84938874      10.58       0.50      -4.27      -9.63     -65.94     276.69      506.0     -501.8       26.0      -60.1
2011  252  85034679      10.24       0.30      -2.46      -9.86     -75.88     276.88      501.0     -496.8       16.1      -62.6
2011  252  85134468       9.68       1.02      -2.24      -9.03     -74.76     294.49      504.8     -501.8       11.2      -54.7
2011  252  85230234       9.84       1.40      -3.50      -9.06     -67.40     291.83      502.6     -499.8       19.0      -49.7
2011  252  85333640       9.81       1.48      -2.46      -9.31     -72.86     301.00      508.1     -505.6       21.3      -45.9
2011  252  85428828       9.74       3.33      -0.20      -9.07     -69.82     356.51      505.4     -501.2       18.3      -62.4
2011  252  85526804      10.15       2.01      -1.21      -9.83     -76.56     328.86      502.1     -499.3       25.4      -46.6
2011  252  85623390      10.61       1.51      -0.79     -10.46     -80.75     332.30      500.1     -498.4       22.0      -34.8
2011  252  85721507      10.74       1.71      -0.80     -10.56     -79.85     334.99      500.8     -498.8       20.1      -39.3
2011  252  85837343      10.22       1.20      -0.31     -10.15     -83.05     345.72      502.4     -499.2       17.2      -53.9
2011  252  85919281      10.05       0.81      -1.30      -9.89     -81.19     301.83      504.4     -500.7       18.9      -58.4
2011  252  86017398      10.03       0.86      -1.04      -9.93     -82.26     309.63      508.4     -504.8       20.4      -57.1
2011  252  86115515       9.62       0.53      -0.86      -9.52     -83.97     301.65      506.8     -502.8       24.3      -58.6
2011  252  86214484       9.15       0.44      -0.79      -9.07     -84.29     298.80      508.9     -504.9       23.6      -59.0
2011  252  86311750       9.63       0.53      -0.27      -9.57     -86.43     332.95      500.3     -497.0       19.8      -53.5
2011  253  21399949      14.32      -6.45     -10.88      -6.72     -27.96     239.36      502.0     -502.0       -3.9       -4.7
2011  253  21495001      14.30      -6.29     -10.94      -6.73     -28.06     240.10      501.2     -501.2       -2.8       -2.2
2011  253  21593123      14.26      -6.31     -10.86      -6.75     -28.26     239.83      500.4     -500.3       -2.3       -4.8
2011  253  21704900      14.23      -6.31     -10.79      -6.80     -28.55     239.69      499.8     -499.8       -3.4       -3.0
2011  253  21789361      14.19      -6.30     -10.67      -6.90     -29.12     239.43      500.1     -500.1       -3.9       -0.9
2011  253  21884414      14.16      -6.15     -10.61      -7.06     -29.94     239.89      500.6     -500.6       -5.3       -0.1
2011  253  21982533      14.20      -6.25     -10.65      -7.01     -29.57     239.57      498.9     -498.8       -3.8        1.0
2011  253  22080652      14.19      -6.10     -10.61      -7.18     -30.41     240.11      498.1     -498.1       -3.3        0.1
2011  253  22178771      14.18      -5.65     -10.58      -7.56     -32.22     241.91      502.6     -502.5       -4.1        3.4
2011  253  22273824      14.20      -6.07     -10.60      -7.23     -30.60     240.20      499.7     -499.7       -5.0       -0.4
2011  253  22371943      14.19      -6.17     -10.60      -7.13     -30.18     239.81      500.3     -500.3       -6.2        1.1
2011  253  22470062      14.11      -6.30     -10.27      -7.33     -31.33     238.49      499.0     -499.0       -8.1        0.6
2011  253  22571248      14.00      -6.09     -10.05      -7.60     -32.91     238.79      500.1     -500.0       -9.3        5.2
2011  253  22683025      14.05      -5.86      -9.68      -8.29     -36.23     238.80      495.8     -495.8       -6.6       -1.2
2011  253  22768843      14.00      -5.37     -10.78      -7.10     -30.52     243.53      492.0     -491.8      -10.5        0.7
2011  253  22862363      13.97      -5.55     -10.52      -7.31     -31.57     242.21      494.8     -494.7       -8.4        5.2
2011  253  22960482      13.91      -5.64     -10.76      -6.77     -29.14     242.34      493.9     -493.7      -10.1        5.0
2011  253  23060134      13.92      -5.18     -11.24      -6.37     -27.23     245.28      495.0     -494.9      -10.9        3.4
2011  253  23158253      14.22      -6.91      -9.50      -7.79     -33.55     233.99      492.6     -492.4      -14.4        4.1
2011  253  23256373      14.27      -8.02      -7.76      -8.89     -38.53     224.05      490.8     -490.4      -17.3        6.5
2011  253  23351425      14.16      -7.43      -8.49      -8.33     -36.45     228.81      493.4     -493.3       -9.7        3.7
2011  253  23449544      14.00      -6.77      -9.53      -7.68     -33.31     234.60      491.4     -491.2      -11.8        7.2
2011  253  23547666      14.20      -6.96      -9.26      -8.22     -35.36     233.06      493.0     -492.8      -12.6        4.5
2011  253  23658048      14.32      -6.98      -9.19      -8.47     -36.28     232.79      494.2     -494.0      -13.6        3.7
2011  253  23746968      14.33      -6.88      -9.46      -8.26     -35.21     233.96      494.3     -494.0      -16.3        4.1
2011  253  23842021      14.25      -6.76      -9.15      -8.58     -37.04     233.55      491.5     -491.3      -12.0        5.6
2011  253  23940140      14.23      -6.60      -9.16      -8.67     -37.52     234.24      490.3     -490.2      -10.6        4.2
2011  253  24038259      14.16      -6.54      -8.69      -9.06     -39.79     233.03      489.2     -489.0      -10.6        6.9
2011  253  24136380      14.16      -6.71      -9.24      -7.99     -35.00     234.02      490.2     -490.1       -9.7        5.8
2011  253  24233142      13.52      -7.07     -11.15      -2.65     -11.36     237.61      480.7     -480.6       -3.4        7.4
2011  253  24336570      14.36      -7.94     -11.13      -4.35     -17.63     234.49      487.0     -486.9       -6.2       -1.6
2011  253  24429378      14.37      -7.56     -11.01      -5.30     -21.65     235.52      485.1     -485.1       -5.8       -4.9
2011  253  24527498      14.26      -7.45     -11.00      -5.15     -21.20     235.91      485.0     -484.9       -5.0       -3.3
2011  253  24640949      13.81      -7.35     -11.22      -3.22     -13.51     236.75      483.7     -483.6       -5.2        4.0
2011  253  24726804      13.17      -7.03     -10.91      -1.43      -6.30     237.22      482.4     -482.4       -6.2        1.5
2011  253  24824923      12.99      -6.60     -10.63      -3.26     -14.61     238.16      481.9     -481.8      -10.5       -1.6
2011  253  24923042      12.53      -6.80      -9.72      -3.88     -18.10     235.03      481.0     -481.0        4.6       -4.4
2011  253  25018093      12.36      -6.83      -9.96      -2.38     -11.14     235.56      482.0     -481.9        3.2       -5.3
2011  253  25116214      12.43      -6.71      -9.91      -3.30     -15.41     235.87      481.4     -481.4        0.5       -2.2
2011  253  25215867      12.00      -6.19      -9.74      -3.24     -15.68     237.55      481.4     -481.3        3.8       -7.9
2011  253  25315378      11.46      -6.31      -8.89      -3.31     -16.90     234.62      482.0     -481.8        6.9      -12.9
2011  253  25411964      11.57      -5.92      -7.89      -6.02     -31.41     233.11      486.1     -486.0       -3.3       -7.2
2011  253  25510083      11.27      -5.47      -7.48      -6.24     -33.96     233.84      485.3     -485.3       -0.4       -4.8
2011  253  25621999      10.07      -6.10      -7.84      -1.38      -7.90     232.09      488.5     -488.3       -1.6      -12.4
2011  253  25709529      10.90      -5.97      -8.83      -2.24     -11.85     235.97      488.8     -488.5       -2.4      -15.9
2011  253  25804441      10.29      -5.56      -8.17      -2.83     -15.99     235.74      484.8     -484.7        2.2      -13.0
2011  253  25902560      10.24      -4.78      -8.02      -4.13     -23.87     239.24      485.9     -485.8       -1.4      -11.8
2011  253  25999287      10.21      -4.78      -7.85      -4.41     -25.65     238.63      485.2     -485.0       -5.5      -11.8
2011  253  26098939       7.66      -4.09      -5.71      -2.95     -22.80     234.38      488.1     -487.7       -9.1      -15.6
2011  253  26196882       7.39      -4.35      -5.35      -2.52     -20.05     230.91      488.7     -488.1      -12.9      -18.5
2011  253  26295001       7.30      -3.71      -5.34      -3.27     -26.67     235.18      489.7     -489.2      -12.6      -17.7
2011  253  26393121       6.69      -3.07      -4.46      -3.85     -35.40     235.45      488.5     -487.9      -13.1      -19.4
2011  253  26489707       5.74      -3.17      -3.95      -2.63     -27.47     231.27      486.3     -486.1       -8.8       -9.0
2011  253  26603158      10.09      -5.32      -6.65      -5.29     -31.84     231.34      496.5     -496.3       -9.5       -8.9
2011  253  26690544      11.54      -6.29      -7.94      -5.51     -28.56     231.59      494.3     -494.1      -11.7       -9.7
2011  253  26785597      11.17      -5.77      -8.08      -5.09     -27.13     234.48      495.5     -495.4      -11.8       -2.9
2011  253  26883716      11.30      -5.24      -7.50      -6.52     -35.47     235.08      493.8     -493.7      -13.3        1.9
2011  253  26981835      11.87      -5.84      -7.88      -6.61     -33.98     233.43      493.8     -493.5      -16.5       -3.2
2011  253  27079957      11.28      -5.13      -7.46      -6.70     -36.51     235.51      494.2     -493.8      -18.5       -3.0
2011  253  27179607      11.34      -5.02      -7.31      -6.98     -38.19     235.52      501.3     -500.8      -22.8        3.8
2011  253  27276193       9.99      -4.23      -5.93      -6.81     -43.07     234.48      495.9     -495.7      -13.4       -0.6
2011  253  27374312       9.90      -3.47      -5.78      -7.20     -46.89     239.04      490.8     -490.7      -12.6        0.6
2011  253  27475498       9.99      -3.16      -5.53      -7.66     -50.24     240.21      491.9     -491.7      -10.7        2.3
2011  253  27582818       9.56      -2.52      -5.71      -7.23     -49.18     246.20      491.0     -490.8      -10.4       -1.5
2011  253  27671738       9.99      -3.01      -5.82      -7.53     -48.95     242.66      491.7     -491.4      -16.7       -5.9
2011  253  27766791       9.77      -2.90      -6.01      -7.11     -46.83     244.27      494.0     -493.8      -11.8       -4.4
2011  253  27865083       9.71      -3.39      -5.24      -7.43     -50.00     237.12      493.9     -493.9       -7.6       -2.3
2011  253  27960136       9.46      -3.42      -5.26      -7.05     -48.30     236.97      492.4     -492.3       -9.3       -0.1
2011  253  28061183       9.49      -2.86      -4.84      -7.60     -53.49     239.40      491.5     -491.4       -7.3        6.3
2011  253  28159302       9.01      -2.03      -5.21      -7.04     -51.52     248.72      489.6     -489.6       -7.6        2.8
2011  253  28257386       8.89      -2.73      -5.61      -6.30     -45.26     244.09      490.7     -490.5      -13.1        3.9
2011  253  28354148       8.82      -2.30      -4.88      -6.97     -52.22     244.81      490.0     -489.9       -9.4        3.7
2011  253  28452267       8.79      -3.16      -4.06      -7.07     -53.96     232.09      488.6     -488.6       -6.1        1.8
2011  253  28565542       9.84      -3.76      -4.73      -7.65     -51.66     231.52      492.9     -492.6      -18.7        3.4
2011  253  28652929      10.63      -4.29      -6.18      -7.48     -44.84     235.20      494.4     -494.0      -17.5       -2.6
2011  253  28746449      10.87      -3.81      -6.13      -8.12     -48.35     238.15      499.7     -499.3      -18.7        2.7
2011  253  28843035      11.02      -3.93      -6.43      -8.00     -46.71     238.60      499.1     -498.6      -20.9       -6.5
2011  253  28945753      11.09      -4.10      -6.95      -7.59     -43.25     239.46      498.9     -498.4      -21.2       -3.6
2011  253  29042339      12.27      -3.83      -5.39     -10.30     -57.29     234.66      498.0     -497.0      -29.8      -10.0
2011  253  29140458      13.34      -4.07      -5.16     -11.61     -60.48     231.74      494.1     -493.8      -16.5       -2.1
2011  253  29238578      13.44      -4.42      -5.77     -11.30     -57.24     232.54      494.8     -494.4      -19.5       -5.7
2011  253  29336697      13.41      -4.50      -6.71     -10.43     -52.24     236.12      493.6     -493.1      -20.7       -9.4
2011  253  29434816      13.49      -4.91      -9.33      -8.30     -38.23     242.24      493.6     -492.4      -34.8        7.6
2011  253  29546732      13.48      -5.06      -6.80     -10.42     -50.88     233.32      494.4     -493.0      -32.5       20.2
2011  253  29827294      13.47      -4.74      -9.17      -8.65     -39.96     242.66      494.2     -492.9      -34.9        5.6
2011  253  29925412      13.50      -5.08      -9.05      -8.62     -39.71     240.70      494.8     -493.6      -34.0        4.1
2011  253  30024388      13.45      -5.31      -9.10      -8.36     -38.41     239.73      497.8     -496.5      -31.4       17.7
2011  253  30122507      13.36      -5.27      -9.29      -8.03     -36.95     240.43      498.8     -497.6      -31.5       13.8
2011  253  30219769      13.45      -4.89      -8.96      -8.75     -40.61     241.40      495.3     -493.9      -36.7        5.3
2011  253  30317890      13.48      -5.58     -10.20      -6.80     -30.34     241.33      494.6     -493.6      -30.7       -3.2
2011  253  30416009      13.45      -5.29      -9.94      -7.33     -33.08     241.98      494.2     -493.3      -30.9       -1.5
2011  253  30527927      13.51      -5.25     -10.40      -6.82     -30.37     243.22      495.5     -494.8      -24.7       -4.8
2011  253  30615314      13.42      -5.03     -10.51      -6.63     -29.63     244.45      493.8     -493.2      -20.9      -12.5
2011  253  30711222      12.01      -3.75      -9.04       2.52      14.46     247.46      488.3     -487.4      -19.9       22.8
2011  253  30811552      11.89       0.49       0.21      11.54      87.35      22.78      487.9     -486.8      -20.0       26.0
2011  253  30908279      11.70      -1.64      -4.33      10.47      66.16     249.28      488.2     -487.1      -15.0       29.9
2011  253  31006398      11.52      -3.05      -6.17       9.20      53.19     243.71      488.2     -487.2      -12.1       29.6
2011  253  31104517      11.59      -2.42      -6.21       9.47      54.88     248.68      487.1     -486.1      -13.8       28.0
2011  253  31204029      11.76      -2.03      -7.06       9.14      51.20     253.93      487.9     -487.0      -13.7       25.7
2011  253  31303005      12.02      -4.11     -10.60       2.84      14.03     248.82      492.8     -491.8      -28.5       15.8
2011  253  31398058      12.63      -4.65     -11.56      -1.90      -8.65     248.08      491.8     -490.8      -23.8       20.7
2011  253  31509257      12.39      -4.29     -11.55       0.05       0.22     249.60      490.2     -488.2      -22.9       36.6
2011  253  31597363      12.15      -5.00     -11.01       1.00       4.75     245.60      489.2     -488.2      -10.7       28.3
2011  253  31695482      11.90      -4.12     -11.08      -0.22      -1.07     249.58      491.3     -490.4      -12.7       27.0
2011  253  31793601      11.52      -4.57     -10.48       0.89       4.45     246.46      489.4     -489.0      -12.2       16.6
2011  253  31890863      11.26      -4.44     -10.32       0.18       0.93     246.72      488.5     -488.2      -13.8       11.1
2011  253  31985951      11.45      -3.65     -10.45      -2.75     -13.96     250.74      484.7     -484.6       -9.7        8.2
2011  253  32087136      11.20      -3.92     -10.39      -1.17      -6.01     249.35      484.8     -484.7       -8.9        6.8
2011  253  32185255      11.19      -4.45     -10.24       0.19       0.99     246.52      487.1     -487.0       -8.5        8.4
2011  253  32283375      11.19      -4.18     -10.31      -0.36      -1.87     247.95      485.6     -485.4       -5.3       12.8
2011  253  32380101      10.15      -3.20      -9.42      -1.23      -7.05     251.26      482.2     -482.2       -0.1        4.7
2011  253  32489636       8.58      -2.47      -7.74      -2.00     -13.85     252.30      480.4     -479.9       14.5       14.3
2011  253  32576341       8.20      -2.31      -7.44      -0.08      -0.58     252.74      477.9     -477.5       17.4        8.4
2011  253  32673679       6.65      -0.12      -4.13       5.06      50.79     268.37      472.4     -471.3       28.4       13.8
2011  253  32768730       7.37       0.75      -3.41       6.23      60.74     282.41      471.5     -470.6       28.7        8.0
2011  253  32863714       8.87       2.51       1.65       8.26      69.99      33.27      473.5     -472.5       29.6        6.4
2011  253  32961183       9.21       1.79       0.98       8.90      77.08      28.81      478.9     -478.7       15.6        5.5
2011  253  33065261       9.92       2.20       0.45       9.55      76.75      11.65      478.5     -478.4        7.5        1.1
2011  253  33163378      10.21       1.81       0.64       9.92      79.02      19.57      481.5     -481.3       13.9        0.8
2011  253  33260109      10.17       1.11      -3.55       9.45      68.54     287.41      478.8     -478.7        7.0        4.1
2011  253  33355160      10.03       1.32      -4.00       9.00      64.91     288.24      476.5     -476.4        7.8        9.3
2011  253  33467078       9.59       1.25      -3.05       8.72      69.28     292.35      479.8     -479.7        9.2        3.3
2011  253  33555859       9.55       2.63      -0.23       9.15      73.89     355.07      478.3     -478.1       12.4        5.2
2011  253  33652445       9.57       1.15      -3.39       8.66      67.55     288.82      477.4     -477.2       13.0        5.5
2011  253  33747460       9.42       0.01      -5.73       7.29      51.80     270.10      482.1     -482.1       -0.3        1.6
2011  253  33848824       9.77       0.34      -4.82       8.40      60.13     274.05      483.1     -483.1       -6.2        4.2
2011  253  33945273       9.73      -0.58      -4.82       8.38      59.90     263.09      485.0     -485.0       -3.6        4.0
2011  253  34046453       9.76       0.42      -2.63       9.31      74.06     279.09      482.5     -482.4       -1.9       11.5
2011  253  34143183      10.02       1.41       0.30       9.85      81.69      12.08      480.7     -480.4        8.5       11.7
2011  253  34242691      10.05       1.52      -0.31       9.88      81.08     348.37      479.8     -479.6        7.5        8.9
2011  253  34340812      10.05       1.09      -1.15       9.92      80.89     313.47      481.4     -481.3        5.5       10.0
2011  253  34449804      10.07       1.06      -0.85       9.97      82.24     321.45      480.8     -480.7        4.8        7.9
2011  253  34537875       9.94       1.64      -0.04       9.77      80.44     358.44      477.4     -477.3        8.1        5.8
2011  253  34636703      10.05       1.61      -0.13       9.92      80.76     355.41      478.9     -478.8        7.6        6.1
2011  253  34734824      10.11       1.50      -0.24       9.99      81.35     350.73      477.7     -477.6        6.4        8.4
2011  253  34832941       9.79       0.81       0.69       9.72      83.78      40.54      478.6     -478.4        8.0        8.4
2011  253  34930351       9.96       1.16       0.27       9.86      83.12      13.11      476.2     -476.1        4.9        8.2
2011  253  35030710      10.04       0.79       1.08       9.94      82.33      53.95      479.5     -479.4        6.9        7.2
2011  253  35127441      10.20       1.69       0.49      10.04      80.07      16.31      477.2     -477.1        9.7        5.0
2011  253  35225417       9.81       2.10      -0.08       9.55      77.60     357.71      477.1     -477.0        9.6        6.0
2011  253  35323539       9.41       2.16      -0.01       9.15      76.70     359.74      476.6     -476.5        7.2        5.9
2011  253  35432531      10.34       1.85       0.41      10.16      79.44      12.48      476.4     -476.3        5.5        4.4
2011  253  35519917      10.18       1.23       0.30      10.10      82.84      13.92      478.3     -478.2        6.4        4.4
2011  253  35618035      10.21       1.54      -0.03      10.08      81.30     358.82      476.9     -476.9        8.0        3.9
2011  253  35714656      10.31       1.05       0.34      10.24      83.86      17.94      480.2     -479.9       12.5        6.8
2011  253  35815667      10.25       1.23       0.41      10.16      82.72      18.31      479.4     -479.2       10.3        4.5
2011  253  35910718       9.98       1.28      -1.18       9.57      79.68     317.32      478.1     -477.7       17.8        4.1
2011  253  36010515       9.61      -0.26      -8.47       4.32      27.00     268.23      476.4     -476.2        9.3        9.6
2011  253  36111699       9.76      -0.42      -9.28       2.91      17.41     267.40      478.4     -478.2        6.4       10.7
2011  253  36209820       9.34      -0.69      -8.72       3.26      20.41     265.50      479.7     -479.5        8.9       12.0
2011  253  36309328       9.72      -0.52      -8.98       3.63      21.99     266.70      479.5     -479.4        1.6        9.2
2011  253  36417472       9.00       0.79      -6.08       6.08      44.75     277.39      476.9     -476.3       18.8       14.9
2011  253  36505566       8.80       0.90      -4.65       7.38      57.29     280.97      479.5     -479.4        8.9        7.0
2011  253  36603687       9.14       0.65      -2.58       8.42      72.47     284.13      483.0     -482.6       16.8        9.3
2011  253  36698738       9.39       0.79      -3.07       8.77      70.12     284.48      480.6     -480.5        7.5        5.4
2011  253  36796863       9.11       0.49       0.19       9.07      86.68      20.80      482.6     -482.0       24.3        4.3
2011  253  36894980       8.56       0.92      -1.68       8.11      76.72     298.63      483.1     -482.7       17.8        5.4
2011  253  36993101       9.97       1.00      -4.60       8.78      61.80     282.24      483.1     -482.9       13.5        3.3
2011  253  37091218       9.80       0.70      -6.03       7.69      51.74     276.59      482.9     -482.8        7.4        5.4
2011  253  37189335       9.76       0.58      -6.44       7.31      48.51     275.18      482.6     -482.4       10.9        8.2
2011  253  37290523       9.90       0.67      -6.88       7.05      45.56     275.60      481.2     -481.0        7.4        7.7
2011  253  37399374       9.81       1.38      -3.64       8.96      66.52     290.83      483.8     -483.5       14.9        5.8
2011  253  37486792      10.11       2.19      -1.62       9.62      74.19     323.50      484.3     -484.1       11.0        3.0
2011  253  37581812      10.23       0.60      -2.80       9.58      73.39     282.08      484.6     -484.5        8.1        9.1
2011  253  37679937      10.30       1.97      -2.04       9.83      73.91     314.12      483.0     -482.7       15.6        4.3
2011  253  37778054      10.08       1.75      -2.27       9.66      73.47     307.64      480.5     -480.0       21.1        7.5
2011  253  37876175      10.12       2.21      -1.58       9.74      74.43     324.49      479.7     -479.1       22.1       10.5
2011  253  37975824      10.39       1.86      -3.26       9.68      68.80     299.69      480.8     -479.6       31.7       12.5
2011  253  38070878      10.44       2.05      -3.72       9.54      65.99     298.87      479.9     -479.0       27.5       11.6
2011  253  38173593      10.36       2.22      -1.85       9.80      73.58     320.23      480.1     -479.6       16.9       11.2
2011  253  38271714      10.76       2.20      -1.20      10.42      76.50     331.45      480.1     -479.9       10.8        9.4
2011  253  38379855      11.09       2.15      -2.02      10.68      74.58     316.76      478.6     -478.0       20.5        9.6
2011  253  38465710      11.14       1.73      -2.91      10.54      72.17     300.75      477.5     -476.7       25.6        9.4
