                           Wind MFI and SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz       Theta       Phi         V          Vx         Vy         Vz    
                           nT         nT         nT         nT        deg        deg        km/s       km/s       km/s       km/s   
2011  252  51298781      18.30       7.31      15.31       6.72      21.60      64.48      460.3     -455.4       66.8        5.4
2011  252  51396898      18.23       4.04      17.04       4.76      15.21      76.65      464.4     -459.0       69.8       11.8
2011  252  51499617      19.28       5.99      17.79       4.27      12.80      71.39      485.5     -479.9       71.6       14.5
2011  252  51590074      17.95       4.23      15.92       6.60      21.85      75.13      466.0     -459.6       65.5       40.0
2011  252  51687339      17.54      11.10      12.09       1.25       4.34      47.46      457.7     -457.3       12.8       12.8
2011  252  51784640      18.44      14.70      11.09      -0.84      -2.61      37.03      445.4     -441.4       58.5       10.2
2011  252  51887320      18.42      14.16      10.99       0.59       1.88      37.83      428.2     -426.4       38.4       -5.2
2011  252  51996207      19.18      12.78      14.14       1.31       3.94      47.90      464.5     -455.3       91.0      -12.8
2011  252  52095964      19.53      15.45      11.71       2.32       6.83      37.17      452.1     -450.4       36.0       14.0
2011  252  52177863      19.03      14.96      11.43       2.66       8.05      37.39      447.2     -445.4       40.1        1.9
2011  252  52275234      18.26      12.11      13.48       1.66       5.22      48.06      441.9     -438.6       53.9        1.1
2011  252  52373632      18.56      11.75      14.03       1.21       3.77      50.05      449.6     -448.7       27.3        5.6
2011  252  52471121      18.50      12.45      13.38       2.51       7.82      47.06      448.8     -441.5       80.4        6.2
2011  252  52584921      18.83      -3.61      17.61      -5.41     -16.73     101.59      470.6     -466.0       63.0       19.9
2011  252  52666316      18.10      -2.24      16.62      -6.65     -21.62      97.69      470.4     -466.8       57.6       -4.3
2011  252  52767468      20.53      -2.68      18.02      -8.94     -26.15      98.45      456.1     -451.5       62.1       18.0
2011  252  52870042      22.94      -4.04      19.17     -11.78     -31.02     101.89      471.3     -470.3       29.3        0.1
2011  252  52972085      23.23      -5.74      18.44     -12.86     -33.66     107.30      481.2     -479.8       24.6       26.4
2011  252  53075656      21.81      -5.46      16.22     -13.48     -38.22     108.59      457.4     -453.3       56.0       25.7
2011  252  53165261      21.84      -3.44      14.63     -15.53     -45.93     103.23      459.0     -453.5       70.3       10.5
2011  252  53251753      19.50      -5.31      11.11     -15.03     -50.68     115.52      442.1     -441.3       18.6      -18.8
2011  252  53359074      20.42       0.17       5.33     -19.56     -74.75      88.21      446.1     -445.1       28.5        5.8
2011  252  53451910      19.81       0.91       3.92     -15.13     -75.11      76.89      441.9     -438.7       48.1      -23.0
2011  252  53550027      18.09      -0.27      11.90     -13.19     -47.92      91.32      449.9     -448.9       -5.0      -28.5
2011  252  53658097      16.49      -0.20       4.67     -15.77     -73.48      92.47      464.1     -463.0       32.6       -1.2
2011  252  53747156      16.52      -0.12       7.70     -14.29     -61.66      90.92      469.6     -467.5       44.7       -2.1
2011  252  53845960      17.47      -0.12      11.08     -13.43     -50.49      90.61      467.1     -465.0       36.9       24.0
2011  252  53950140      17.34      -0.07       9.54     -14.46     -56.57      90.44      470.0     -467.1       48.4       17.5
2011  252  54060597      17.86       0.50      11.00     -13.97     -51.76      87.37      479.4     -478.6       26.0        4.7
2011  252  54138105      18.36       0.21      12.38     -13.34     -47.14      89.02      448.1     -443.9       61.1        1.1
2011  252  54242320      18.65      -2.66       9.52     -15.51     -57.47     105.63      483.4     -478.4       60.7       33.6
2011  252  54332808      18.90       0.15      10.73     -15.53     -55.36      89.18      468.6     -464.0       50.9       40.1
2011  252  54443875      19.17       1.16      14.22     -12.71     -41.70      85.32      485.0     -483.7       30.2       18.6
2011  252  54536535      19.74       1.29      15.21     -12.44     -39.18      85.15      487.7     -486.8       27.2       -8.7
2011  252  54634796      19.87       1.09      15.33     -12.54     -39.21      85.94      478.0     -475.3       48.9       14.1
2011  252  54728175      19.80       1.69      16.07     -11.39     -35.20      83.99      467.2     -463.9       38.3       39.9
2011  252  54833855      19.78       3.72      17.14      -8.84     -26.75      77.76      498.0     -494.8       55.8        7.8
2011  252  54943667      20.00       4.86      17.97      -7.28     -21.37      74.87      478.6     -477.6       20.9       22.4
2011  252  55030339      19.79       5.24      16.36      -9.52     -29.00      72.26      499.6     -493.3       55.0       57.2
2011  252  55121437      19.64       3.75      16.83      -9.03     -27.64      77.44      488.1     -487.4       19.5       17.2
2011  252  55216562      19.21       1.46      14.45     -12.54     -40.80      84.25      479.7     -476.8       46.2       24.7
2011  252  55327761      17.69       1.45       4.86     -13.11     -68.86      73.39      488.0     -481.0       50.1       65.7
2011  252  55419679      14.16      -2.53      -8.17      -6.87     -38.76     252.78      515.7     -508.3      -19.6       84.3
2011  252  55519363      13.94       2.63       7.32     -11.41     -55.72      70.21      485.5     -480.9       20.8       63.3
2011  252  55620445      16.39       2.38       7.39     -14.12     -61.19      72.14      495.1     -488.3       33.2       74.9
2011  252  55715636      18.78       0.11       5.00     -17.84     -74.34      88.70      480.5     -479.7      -10.4       25.8
2011  252  55830660      21.31       5.20      12.88     -16.03     -49.09      68.02      508.6     -498.6       80.6       59.9
2011  252  55924105      20.48       0.91       6.45     -18.40     -70.51      81.95      485.4     -473.2       79.1       74.0
2011  252  56011460      19.32      -1.30       2.05     -19.16     -82.79     122.46      488.5     -474.8      112.7      -21.8
2011  252  56101914      20.22      -0.77       3.60     -19.85     -79.50     102.07      482.2     -471.9       98.9        4.0
2011  252  56199996      19.15      -0.40       4.19     -18.65     -77.28      95.45      482.1     -468.3      113.9      -13.6
2011  252  56299683      20.08       0.53       5.22     -19.37     -74.84      84.24      478.8     -464.0      117.9       -5.0
2011  252  56397128      21.18       2.17       8.73     -18.98     -64.66      76.06      477.0     -454.4      140.6       35.8
2011  252  56506652      21.75       2.39      11.09     -18.29     -58.20      77.83      488.9     -479.2       81.2       52.1
2011  252  56606449      21.02       2.84      13.05     -16.18     -50.45      77.74      500.2     -481.2      133.4       29.6
2011  252  56695367      21.54       2.22      12.46     -17.32     -53.84      79.88      493.4     -473.0      135.5       36.1
2011  252  56793523      22.19       1.87      10.46     -19.47     -61.36      79.87      484.3     -464.1      137.9       13.1
2011  252  56906972      22.31       0.76       8.45     -20.61     -67.63      84.84      492.6     -472.2      137.7       26.2
2011  252  56991292      22.11       0.29       6.68     -20.99     -72.32      87.49      505.0     -498.0       82.4       16.0
2011  252  57192097      19.49      -2.42       4.26     -18.65     -75.29     119.62      531.9     -510.2      117.0      -94.7
2011  252  57286289      18.58      -2.17       5.71     -17.34     -70.59     110.84      509.7     -490.8      117.0      -72.0
2011  252  57377605      18.04       4.84      11.91     -11.21     -41.09      67.90      495.7     -481.7      103.6      -54.2
2011  252  57587535      17.93       6.02      14.02      -9.31     -31.38      66.75      472.0     -447.4      143.1      -46.0
2011  252  57679519      17.58       5.18      14.19      -8.93     -30.59      69.94      489.2     -470.3      130.4      -34.0
2011  252  57774539      18.04       8.58      13.13      -8.38     -28.12      56.83      479.9     -460.6      131.2      -29.5
2011  252  57889519      17.73       8.94      13.75      -5.72     -19.21      56.97      479.8     -462.9      124.1      -21.5
2011  252  57976910      17.62       7.43      14.34      -6.44     -21.73      62.60      502.7     -491.0      104.3      -26.9
2011  252  58068894      18.40       8.68      13.93      -6.88     -22.75      58.07      482.0     -471.3      100.0       13.6
2011  252  58173113      19.36       5.30      14.28     -11.64     -37.40      69.62      514.1     -506.7       86.7       -4.6
2011  252  58265921      19.40       5.26      16.76      -8.02     -24.53      72.57      530.7     -520.9       99.0       23.5
2011  252  58357121      19.23       6.70      16.19      -7.75     -23.87      67.52      503.4     -491.4      109.3        3.8
2011  252  58467644      18.98       8.63      16.27      -4.42     -13.51      62.07      504.0     -487.5      127.8        4.6
2011  252  58568656      18.49       5.81      15.44      -7.75     -25.17      69.36      504.5     -492.3      109.4      -11.9
2011  252  58666949      17.87       5.99      13.35      -9.91     -34.10      65.83      497.4     -480.6      126.9       18.8
2011  252  58765070      18.02       7.29      12.21     -10.96     -37.64      59.15      503.0     -487.9      121.2       17.4
2011  252  58878554      18.16       4.30      16.67      -5.42     -17.48      75.54      510.2     -491.6      135.8       13.3
2011  252  58962874      19.07       2.71      18.58      -2.30      -6.98      81.69      480.2     -468.7      103.5      -13.3
2011  252  59054792      18.53       2.05      17.86      -2.52      -7.98      83.45      486.6     -476.0       95.5      -31.9
2011  252  59154304      18.06       5.49      14.28      -9.30     -31.28      68.97      483.2     -473.7       93.5      -18.6
2011  252  59250890      17.88       5.37      12.24     -11.66     -41.12      66.32      483.2     -471.7      102.4      -21.2
2011  252  59350578      17.60       4.95      13.97      -9.45     -32.53      70.51      487.4     -474.8      109.3      -12.8
2011  252  59451042      16.56       5.63      14.05      -6.63     -23.66      68.18      471.3     -459.8      102.1      -15.8
2011  252  59549882      16.47       5.78      13.98      -6.49     -23.21      67.55      490.9     -482.2       89.5      -20.2
2011  252  59647964      16.65       5.21      14.29      -6.74     -23.91      69.97      489.3     -480.2       91.7      -19.2
2011  252  59746085      17.59       4.83      15.47      -6.80     -22.74      72.65      485.8     -474.1      103.1      -24.4
2011  252  59858035      18.50       6.34      16.02      -6.67     -21.16      68.41      479.8     -464.9      116.1      -25.4
2011  252  59942359      18.74       6.60      16.77      -4.91     -15.23      68.53      490.1     -475.7      113.0      -34.3
2011  252  60040441      18.01       8.54      15.53       2.04       6.58      61.18      498.8     -486.6      105.2      -30.8
2011  252  60138562      19.66       6.27      18.27      -2.44      -7.20      71.06      492.4     -480.0      109.4      -12.3
2011  252  60229015      20.44       3.26      19.54      -4.90     -13.89      80.52      478.6     -469.4       93.0        5.7
2011  252  60318757      20.77       6.48      19.29      -4.15     -11.53      71.44      457.4     -449.9       82.0        8.4
2011  252  60432917      20.56       8.07      18.51      -3.61     -10.13      66.43      476.5     -468.7       85.6        5.9
2011  252  60517277      18.66      10.02      15.61      -0.10      -0.31      57.31      448.3     -433.0      112.7       27.5
2011  252  60636109      19.87      11.66      15.29      -4.79     -13.98      52.66      454.8     -443.8       97.6       18.9
2011  252  60724386      19.85      10.44      15.60      -6.12     -18.06      56.21      469.3     -458.2       99.4       21.6
2011  252  60828496      20.44       9.07      17.63      -4.69     -13.31      62.77      481.6     -470.4      102.7        9.9
2011  252  60912785      21.14       8.75      18.69      -4.48     -12.26      64.92      476.6     -468.8       85.3        9.1
2011  252  61017855      21.08       9.09      18.48      -4.37     -11.97      63.80      485.5     -475.2       95.5       26.9
2011  252  61113761      21.28       8.77      18.56      -5.37     -14.67      64.72      480.2     -471.3       84.5       35.7
2011  252  61219437      19.17       9.15      12.57     -10.98     -35.23      53.96      474.5     -463.0      103.7        4.8
2011  252  61305296      17.61       8.00       8.72     -12.84     -47.33      47.46      457.4     -447.6       93.9        3.9
2011  252  61408187      18.23       7.01       9.46     -13.81     -49.56      53.47      463.7     -447.1      115.1       42.4
2011  252  61505386      17.91       7.31      11.76     -10.85     -38.09      58.14      456.9     -444.9      100.1       29.0
2011  252  61616515      18.48       6.56      15.96      -6.49     -20.62      67.65      449.1     -436.6      105.3       -3.1
2011  252  61701695      18.53       6.12      15.70      -7.58     -24.21      68.71      453.7     -438.6      116.2        4.5
2011  252  61800488      17.78       5.68      15.39      -6.47     -21.53      69.72      472.4     -463.3       92.4        3.0
2011  252  61893976      17.26       7.28      15.61      -0.41      -1.38      64.99      472.4     -464.9       83.4       -5.0
2011  252  61989062      16.84       7.08      14.50      -1.01      -3.59      63.99      478.4     -469.2       93.1       -9.0
2011  252  62088855      19.26       7.39      16.90      -5.18     -15.68      66.37      469.0     -455.6      109.5       19.9
2011  252  62189898      19.76       7.14      16.05      -9.04     -27.22      66.02      464.6     -453.1      102.6        3.7
2011  252  62290339      19.69       5.26      17.06      -7.82     -23.65      72.88      476.6     -458.7      126.6       26.3
2011  252  62385417      18.97       6.92      13.17     -11.50     -37.70      62.29      449.7     -442.9       75.6      -19.7
2011  252  62482726      18.22       7.93      12.84     -10.12     -33.85      58.29      461.9     -452.1       94.0        7.5
2011  252  62593964      18.58       6.36      15.75      -7.44     -23.64      68.02      459.4     -446.7      105.2       20.4
2011  252  62680636      18.38       5.38      16.13      -6.80     -21.79      71.56      463.3     -447.8      112.0       40.5
2011  252  62793910      18.49      -1.82      15.17      -9.55     -32.01      96.83      529.3     -517.7      106.6      -28.3
2011  252  62888964      18.96      -0.93      15.98      -9.86     -31.64      93.34      487.7     -475.3      108.2      -15.5
2011  252  63076179      18.63      -4.23      17.71      -3.74     -11.61     103.42      519.5     -499.1      137.2       43.3
2011  252  63166492      18.31      -1.74      17.14      -5.75     -18.46      95.78      509.1     -494.5      116.0       33.9
2011  252  63266250      17.98       0.70      17.39      -4.22     -13.62      87.69      480.0     -462.4      126.2       27.2
2011  252  63555972      17.81       5.35      14.04      -9.39     -32.02      69.14      470.4     -458.1       89.4       58.3
2011  252  63669457      18.45       5.87      13.95     -10.51     -34.79      67.17      483.7     -471.5       85.8       65.5
2011  252  63759910      18.38       5.42      15.08      -8.86     -28.93      70.25      479.7     -465.5      106.4       46.7
2011  252  63864199      17.73       4.49      15.14      -7.80     -26.28      73.49      486.2     -465.8      130.2       49.0
2011  252  63968484      17.77       3.26      16.87      -4.07     -13.33      79.05      500.6     -477.2      137.7       62.9
2011  252  64060472      16.61       1.89      16.32      -2.09      -7.27      83.40      512.5     -481.1      151.5       90.8
2011  252  64154699      16.73       3.68      14.49      -5.05     -18.66      75.75      504.4     -473.1      158.2       74.6
2011  252  64250578      15.65       6.64       9.39     -10.34     -41.96      54.71      506.8     -470.7      168.0       84.2
2011  252  64345628      15.71       7.37       8.63     -10.76     -43.48      49.52      492.9     -467.0      147.3       55.7
2011  252  64452738      14.55       1.00       5.27     -12.51     -66.80      79.25      533.2     -528.8       65.0       20.4
2011  252  64535664      14.74       1.93       7.71     -12.00     -56.47      75.95      533.3     -515.1      136.8       18.9
2011  252  64639953      14.59       5.20       8.65     -10.47     -46.05      58.99      482.8     -461.4      131.4       54.4
2011  252  64747988      14.25       5.71       8.52      -9.72     -43.44      56.17      514.2     -479.5      185.1       14.7
2011  252  64836226      12.58       1.23      10.09      -2.08     -11.56      83.04      559.5     -519.4      183.7       97.5
2011  252  64954273      11.08       0.65      10.95       1.19       6.18      86.58      556.9     -510.8      189.5      114.9
2011  252  65133648      10.52      -0.88      10.29       1.51       8.35      94.88      565.3     -523.6      177.3      118.4
2011  252  65233300       9.14      -0.32       8.96       1.58      10.01      92.02      577.6     -537.2      187.7       99.5
2011  252  65331417       8.69      -0.47       8.46       1.55      10.34      93.19      576.2     -537.3      182.7       99.7
2011  252  65428007       8.46      -1.44       8.05       2.08      14.25     100.14      571.3     -528.7      189.5      104.3
2011  252  65526125       8.22      -0.59       7.82       2.30      16.37      94.32      570.4     -529.4      184.6      104.8
2011  252  65625781       8.50      -1.11       7.69       2.78      19.68      98.18      589.4     -549.1      181.8      113.1
2011  252  65722359      10.35      -3.55       9.59       1.50       8.32     110.29      577.1     -536.6      182.1      109.4
2011  252  65820476       9.62      -3.00       8.83       2.21      13.33     108.74      582.4     -539.0      187.3      116.7
2011  252  65935468       8.67      -2.76       3.16       5.65      53.41     131.19      561.3     -529.8      162.1       90.0
2011  252  66013585       8.99      -3.14      -2.09       8.11      65.07     213.63      546.5     -528.8       88.2      106.0
2011  252  66114804       8.63      -2.68       1.21       7.93      69.63     155.79      554.0     -527.6      117.8      121.1
2011  252  66215843       8.38      -2.88       1.54       7.39      66.18     151.89      559.8     -535.5      121.1      109.6
2011  252  66311046       8.32      -3.00       3.64       6.75      55.03     129.56      557.5     -530.3      134.2      107.7
2011  252  66412265       8.24      -3.44       5.99       4.28      31.77     119.87      558.0     -526.1      164.2       86.8
2011  252  66504210       8.25      -3.65       3.68       6.28      50.47     134.78      567.4     -537.0      143.4      114.4
2011  252  66602328       8.65      -3.57       3.55       6.96      54.11     135.16      569.0     -536.9      147.7      116.9
2011  252  66700453       8.83      -3.34       2.72       7.67      60.72     140.84      567.7     -537.1      138.9      120.3
2011  252  66798570       9.10      -3.23       3.10       7.88      60.39     136.12      559.4     -529.2      142.4      112.1
2011  252  66914945       8.94      -3.92       2.44       7.64      58.84     148.06      558.7     -524.1      153.3      117.9
2011  252  67004039       8.96      -4.26       2.87       7.31      54.89     146.08      569.6     -532.4      152.4      133.5
2011  252  67092968       8.93      -4.08       1.71       7.60      59.77     157.24      559.2     -523.8      153.5      121.8
2011  252  67191046       8.79      -4.20       1.20       7.44      59.63     164.06      567.7     -534.3      151.2      118.2
2011  252  67289164       7.75      -3.51       4.01       5.38      45.29     131.23      568.0     -534.9      146.3      122.8
2011  252  67387281       5.54      -2.79       3.99       0.68       7.97     124.95      566.0     -537.0      155.5       88.6
2011  252  67485406       4.23      -0.99       2.18      -0.01      -0.29     114.51      541.6     -523.0      114.9       81.6
2011  252  67587984       4.84      -4.00       2.25       0.83      10.31     150.61      567.8     -548.5      116.3       89.2
2011  252  67680789       5.29      -4.39       1.04      -2.47     -28.71     166.71      558.0     -544.5      109.1       55.2
2011  252  67779624       7.58      -4.69       2.95      -4.36     -38.18     147.82      560.1     -548.1      114.9       14.1
2011  252  67897851       9.42      -2.93       8.27      -2.40     -15.27     109.47      565.0     -532.8      174.9       68.8
2011  252  67979101       9.62      -3.29       8.75      -1.90     -11.48     110.59      562.8     -535.0      166.9       52.2
2011  252  68074156       9.65      -3.72       8.72      -1.79     -10.72     113.08      548.9     -519.3      172.9       41.6
2011  252  68172273       9.90      -3.52       8.98      -2.20     -12.84     111.41      539.6     -511.8      165.9       40.8
2011  252  68270398       9.95      -3.31       9.04      -2.38     -13.88     110.14      541.3     -514.2      164.6       40.2
2011  252  68368515       9.86      -3.34       9.01      -2.15     -12.64     110.35      547.3     -519.8      167.6       36.6
2011  252  68466632       9.50      -3.17       8.74      -1.65     -10.09     109.90      548.7     -523.7      157.6       44.6
2011  252  68564750       8.96      -3.26       8.23      -1.25      -8.05     111.58      553.5     -526.7      161.8       52.4
2011  252  68662875       9.18      -2.80       8.40      -2.34     -14.79     108.45      553.8     -529.7      157.6       35.8
2011  252  68760992       9.23      -2.42       8.59      -2.11     -13.30     105.73      551.2     -525.7      160.2       42.1
2011  252  68877507       9.06      -1.39       8.73      -0.01      -0.10      99.02      560.2     -534.5      162.4       41.0
2011  252  68960289       7.97      -4.22       1.42      -4.66     -46.30     161.39      549.2     -524.2      156.6       48.1
2011  252  69055351       7.02      -1.44       6.52       0.03       0.22     102.45      550.3     -521.2      165.6       61.3
2011  252  69153468       8.55      -2.38       8.19      -0.08      -0.54     106.19      554.9     -521.1      178.8       66.2
2011  252  69251585       8.66      -2.25       8.30      -0.62      -4.14     105.19      553.7     -523.4      174.4       47.9
2011  252  69349703       9.08      -2.64       8.51      -1.54      -9.78     107.24      547.2     -522.1      160.2       34.0
2011  252  69447828       9.51      -3.06       8.94      -0.80      -4.84     108.88      551.4     -521.9      171.4       47.4
2011  252  69545945       8.43      -2.63       7.98       0.23       1.58     108.28      555.0     -529.4      159.1       50.0
2011  252  69644062       9.00      -2.79       8.47       1.03       6.59     108.24      547.4     -520.1      160.6       57.0
2011  252  69742179       9.06      -2.73       8.55       0.94       5.97     107.69      552.0     -525.5      159.2       56.9
2011  252  69857171       7.85      -2.41       6.25       3.92      30.32     111.08      542.4     -519.2      135.5       79.3
2011  252  69947617       7.64      -1.92       7.04       1.95      14.98     105.27      544.2     -517.7      157.7       57.8
2011  252  70036539       7.74      -2.22       7.21       1.71      12.78     107.10      547.2     -522.0      152.2       62.1
2011  252  70131515       5.63      -2.43       3.82       2.79      31.67     122.43      524.3     -512.5       87.6       67.0
2011  252  70238875       6.31      -3.26       4.75       2.49      23.33     124.46      545.9     -525.1      136.6       60.7
2011  252  70330828       6.51      -3.54       4.80       2.42      22.08     126.39      543.8     -531.1      104.1       53.4
2011  252  70425914       7.47      -2.98       6.74       0.82       6.33     113.84      541.1     -516.9      144.3       69.1
2011  252  70533226       8.15      -3.57       7.21       0.90       6.35     116.36      549.7     -528.1      143.7       50.8
2011  252  70625257       7.96      -2.72       7.41       0.19       1.41     110.17      546.9     -522.6      153.2       50.3
2011  252  70723374       7.27      -2.70       6.71       0.45       3.55     111.92      538.7     -514.8      151.8       46.0
2011  252  70836789       7.17      -2.24       6.68       0.54       4.38     108.52      525.1     -504.4      139.2       45.0
2011  252  70925601       7.15      -2.37       6.43       0.16       1.37     110.21      529.0     -510.9      135.0       23.2
2011  252  71006968       8.34       1.84       5.10      -5.86     -47.22      70.17      490.8     -478.4      107.8       19.7
2011  252  71131148       8.62       1.84       5.50      -6.29     -47.30      71.49      506.3     -492.8      114.5       18.9
2011  252  71214648       7.85       1.53       5.05      -5.59     -46.62      73.10      494.8     -483.9      102.6       10.6
2011  252  71312046       8.22      -0.65       7.06      -4.13     -30.25      95.23      513.2     -497.6      122.6       27.6
2011  252  71413960       7.45      -1.44       6.10      -3.87     -31.71     103.31      521.7     -508.4      116.0       15.2
2011  252  71505945       7.38      -2.47       5.65      -3.97     -32.77     113.63      531.8     -518.2      117.2       22.6
2011  252  71604062       7.23      -3.19       5.37      -3.53     -29.51     120.72      535.5     -521.4      120.0       22.7
2011  252  71702187       7.30      -3.07       5.49      -3.65     -30.08     119.21      534.5     -520.5      119.6       22.3
2011  252  71799445       8.14      -2.78       6.46      -4.08     -30.10     113.25      527.2     -512.6      117.2       37.6
2011  252  71904554       8.29      -3.04       6.70      -3.80     -27.35     114.43      535.2     -519.1      121.9       46.0
2011  252  71992750       8.09      -3.41       6.50      -2.73     -20.41     117.68      520.2     -503.9      123.4       38.8
2011  252  72114515       8.41      -5.28       6.39      -1.26      -8.67     129.55      531.1     -515.5      119.6       44.6
2011  252  72195093       7.99      -4.85       6.17       1.14       8.24     128.15      532.5     -515.4      120.2       58.7
2011  252  72299343       7.93      -0.64       5.09      -4.35     -40.31      97.19      543.3     -528.1      115.1       54.3
2011  252  72388257       8.29       2.72       2.54      -7.40     -63.29      43.03      516.4     -508.1       81.7       42.0
2011  252  72495585       7.82       2.45       2.76      -6.89     -61.82      48.37      525.0     -513.0       93.0       61.4
2011  252  72590632       8.05       2.57       2.72      -7.12     -62.29      46.60      524.3     -512.0       97.4       56.6
2011  252  72688750       8.03       2.19       3.30      -6.97     -60.42      56.47      514.1     -504.3       89.2       44.6
2011  252  72789937       5.32       0.95       2.05      -4.77     -64.66      65.11      530.0     -520.7       80.9       57.5
2011  252  72878859       5.46       0.61       2.35      -4.85     -63.38      75.52      521.8     -506.6      109.1       60.9
2011  252  72973914       4.21       0.56       1.22      -2.95     -65.45      65.35      522.2     -509.9       91.6       65.7
2011  252  73088898       4.91       1.17      -2.03      -4.29     -61.35     299.86      515.8     -507.9       66.3       60.5
2011  252  73176281       5.19       1.81      -1.19      -4.63     -64.97     326.66      513.2     -503.1       82.8       58.5
2011  252  73274406       4.58       0.58       2.20      -3.85     -59.45      75.18      530.6     -518.5       87.1       72.1
2011  252  73366390       4.07       1.54       1.68      -3.31     -55.41      47.49      526.8     -515.9       78.4       72.3
2011  252  73464507       4.41       1.45       1.47      -3.85     -61.79      45.50      529.5     -517.6       86.0       71.2
2011  252  73562624       3.73       0.63       2.01      -2.98     -54.80      72.70      530.4     -517.8       90.9       70.4
2011  252  73660750       4.06       2.11       1.38      -3.08     -50.73      33.06      524.3     -515.4       67.7       68.0
2011  252  73755804       4.39       1.91       1.81      -3.46     -52.70      43.42      523.2     -512.6       75.5       72.7
2011  252  73863117       5.15       3.94      -0.94      -2.98     -36.33     346.58      516.3     -504.9       76.0       76.8
2011  252  73958132       4.81       2.78      -1.80      -3.40     -45.81     327.11      514.4     -501.0       72.1       91.6
2011  252  74068382       6.07       4.66      -1.75      -3.46     -34.79     339.42      494.9     -484.5       54.6       84.3
2011  252  74153421       5.35       4.37       0.14      -2.58     -30.57       1.84      499.7     -490.2       93.3       26.7
2011  252  74248468       4.54       2.30       2.56      -2.51     -36.13      48.10      497.8     -492.1       42.2       62.3
2011  252  74353710       5.27       0.08       4.91      -1.74     -19.54      89.12      528.4     -513.2      116.6       47.5
2011  252  74442640       5.84       0.97       5.34      -1.99     -20.15      79.72      515.5     -494.3      135.0       56.5
2011  252  74540750       5.99       1.72       3.47      -4.49     -49.20      63.72      492.5     -480.8      100.2       37.4
2011  252  74645000       6.48       0.93       5.29      -3.55     -33.50      80.05      509.8     -495.7      107.8       50.3
2011  252  74736984       6.77       0.27       5.86      -3.37     -29.83      87.35      516.7     -503.2      104.0       54.3
2011  252  74834937       6.89      -0.72      -0.48      -5.65     -81.32     213.46      516.4     -513.2       41.4       39.1
2011  252  74933054       8.03       0.44      -0.28      -7.91     -86.21     327.79      522.5     -518.5       57.8       29.0
2011  252  75043578       8.81       0.39      -1.87      -8.56     -77.41     281.92      509.0     -505.7       53.6       21.9
2011  252  75129429       6.60       0.67      -3.17      -5.57     -59.86     281.98      510.4     -505.9       53.2       41.6
2011  252  75224484       7.30       0.62      -1.03      -7.12     -80.41     300.85      505.5     -501.2       59.1       28.6
2011  252  75322601       5.02       0.70      -0.52      -4.78     -79.62     323.38      507.8     -503.2       51.4       44.1
2011  252  75420718       2.98       2.37      -0.13      -1.79     -36.95     356.84      499.9     -493.0       54.9       61.8
2011  252  75514312       4.44       3.63      -0.83      -2.38     -32.53     347.15      495.3     -489.1       54.2       55.6
2011  252  75616960       1.79       1.47      -0.10      -1.00     -34.08     356.15      499.7     -493.2       57.5       56.4
2011  252  75715117       4.48       3.88      -0.32      -2.15     -28.98     355.23      492.5     -486.5       42.7       63.1
2011  252  75808632       5.56       4.45       0.13      -3.28     -36.37       1.67      490.1     -487.8       37.7       28.4
2011  252  75917445       5.35       3.10      -0.66      -4.09     -52.25     347.93      501.2     -494.6       59.4       55.4
2011  252  76024804       6.04       2.52       1.16      -5.26     -62.17      24.72      484.1     -471.3      108.6       20.4
2011  252  76110656       5.43       2.21       1.40      -4.73     -61.07      32.32      498.3     -490.1       83.7       34.3
2011  252  76199445       7.28       3.62       2.49      -5.44     -51.09      34.52      493.5     -488.0       65.7       32.7
2011  252  76295992       8.27      -0.12      -0.73      -8.12     -84.79     260.51      498.3     -496.4       42.5        5.7
2011  252  76401773       7.05      -4.55      -4.37      -2.93     -24.95     223.82      523.8     -522.3       39.3        4.0
2011  252  76493765       7.58      -4.56      -4.35      -4.02     -32.53     223.60      519.3     -517.3       44.3       -7.1
2011  252  76598007       7.26      -4.78      -4.01      -3.48     -29.18     220.00      522.6     -521.5       33.1       -7.2
2011  252  76686929       7.42      -4.08      -5.24      -2.90     -23.57     232.09      513.2     -512.3       29.0       13.1
2011  252  76792046       7.81      -4.73      -5.19      -2.95     -22.81     227.61      516.0     -513.0       51.8       20.8
2011  252  76888585       7.88      -3.55      -4.61      -5.12     -41.36     232.39      507.2     -504.9       48.4       -0.6
2011  252  77005820       8.27      -4.96      -3.80      -5.21     -39.80     217.51      519.6     -517.8       37.6      -21.4
2011  252  77088617       8.48      -6.75      -3.42      -3.59     -25.36     206.87      534.9     -531.9       54.3      -13.9
2011  252  77180601       8.61      -6.51      -4.88      -2.51     -17.17     216.85      524.9     -524.1       28.7       -5.1
2011  252  77288703       8.33      -7.42      -3.62      -0.47      -3.28     206.04      536.8     -535.0       40.3       17.8
2011  252  77378328       8.70      -7.47      -4.37      -0.49      -3.22     210.35      531.8     -530.2       40.3        4.8
2011  252  77484148       9.58      -8.74      -2.56       2.91      17.73     196.31      541.6     -538.6       38.1       42.3
2011  252  77582273       9.68      -8.67      -2.97       2.91      17.63     198.92      540.2     -537.3       37.9       40.8
2011  252  77680390       9.74      -8.72      -2.76       3.25      19.54     197.59      545.4     -541.1       51.8       43.9
2011  252  77775445       9.77      -8.10      -1.55       5.10      31.74     190.86      536.5     -532.6       42.0       49.5
