                                        Wind MFI and SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz       Theta       Phi         V         Vth         Np        Psw         Pb        Pth        Beta   
                           nT         nT         nT         nT        deg        deg        km/s       km/s       cm^3       nPa        nPa        nPa               
2011  252  70238875       6.31      -3.26       4.75       2.49      23.33     124.46      545.9       66.5        7.0    4.02563    0.01584    0.02575      1.625
2011  252  70330828       6.51      -3.54       4.80       2.42      22.08     126.39      543.8       68.9        6.9    3.94540    0.01684    0.02728      1.620
2011  252  70425914       7.47      -2.98       6.74       0.82       6.33     113.84      541.1       65.4        7.3    4.15750    0.02222    0.02620      1.179
2011  252  70533226       8.15      -3.57       7.21       0.90       6.35     116.36      549.7       54.2        6.6    3.86067    0.02641    0.01618      0.613
2011  252  70625257       7.96      -2.72       7.41       0.19       1.41     110.17      546.9       64.7        7.4    4.29840    0.02521    0.02592      1.028
2011  252  70723374       7.27      -2.70       6.71       0.45       3.55     111.92      538.7       63.5        7.3    4.13434    0.02101    0.02473      1.177
2011  252  70836789       7.17      -2.24       6.68       0.54       4.38     108.52      525.1       65.5        7.4    3.94831    0.02043    0.02652      1.298
2011  252  70925601       7.15      -2.37       6.43       0.16       1.37     110.21      529.0       62.9        7.3    3.97788    0.02034    0.02426      1.192
2011  252  71006968       8.34       1.84       5.10      -5.86     -47.22      70.17      490.8       78.5        6.0    2.79585    0.02767    0.03081      1.113
2011  252  71131148       8.62       1.84       5.50      -6.29     -47.30      71.49      506.3       76.5        5.9    2.94565    0.02959    0.02898      0.979
2011  252  71214648       7.85       1.53       5.05      -5.59     -46.62      73.10      494.8       81.8        7.1    3.35065    0.02455    0.03944      1.607
2011  252  71312046       8.22      -0.65       7.06      -4.13     -30.25      95.23      513.2       73.8        5.9    3.03999    0.02688    0.02707      1.007
2011  252  71413960       7.45      -1.44       6.10      -3.87     -31.71     103.31      521.7       70.4        7.3    3.85244    0.02206    0.03020      1.369
2011  252  71505945       7.38      -2.47       5.65      -3.97     -32.77     113.63      531.8       63.5        7.1    3.87549    0.02164    0.02382      1.101
2011  252  71604062       7.23      -3.19       5.37      -3.53     -29.51     120.72      535.5       71.3        7.7    4.27165    0.02082    0.03267      1.569
2011  252  71702187       7.30      -3.07       5.49      -3.65     -30.08     119.21      534.5       63.9        7.1    3.93012    0.02120    0.02419      1.141
2011  252  71799445       8.14      -2.78       6.46      -4.08     -30.10     113.25      527.2       68.4        6.4    3.45719    0.02635    0.02508      0.952
2011  252  71904554       8.29      -3.04       6.70      -3.80     -27.35     114.43      535.2       72.1        7.0    3.86826    0.02734    0.03022      1.105
2011  252  71992750       8.09      -3.41       6.50      -2.73     -20.41     117.68      520.2       72.5        6.0    3.17644    0.02603    0.02656      1.021
2011  252  72114515       8.41      -5.28       6.39      -1.26      -8.67     129.55      531.1       62.4        5.8    3.19267    0.02813    0.01897      0.674
2011  252  72195093       7.99      -4.85       6.17       1.14       8.24     128.15      532.5       65.5        5.9    3.25296    0.02542    0.02121      0.834
2011  252  72299343       7.93      -0.64       5.09      -4.35     -40.31      97.19      543.3       76.5        6.2    3.56800    0.02500    0.03047      1.219
2011  252  72388257       8.29       2.72       2.54      -7.40     -63.29      43.03      516.4       89.3        5.1    2.62292    0.02736    0.03380      1.235
2011  252  72495585       7.82       2.45       2.76      -6.89     -61.82      48.37      525.0       96.4        4.9    2.61831    0.02436    0.03803      1.561
2011  252  72590632       8.05       2.57       2.72      -7.12     -62.29      46.60      524.3       85.8        4.7    2.50238    0.02578    0.02886      1.119
2011  252  72688750       8.03       2.19       3.30      -6.97     -60.42      56.47      514.1       95.9        4.9    2.52944    0.02565    0.03795      1.479
2011  252  72789937       5.32       0.95       2.05      -4.77     -64.66      65.11      530.0       99.7        5.4    2.93666    0.01126    0.04481      3.978
2011  252  72878859       5.46       0.61       2.35      -4.85     -63.38      75.52      521.8      100.7        5.6    2.95249    0.01187    0.04739      3.992
2011  252  72973914       4.21       0.56       1.22      -2.95     -65.45      65.35      522.2      104.6        5.8    3.07163    0.00705    0.05308      7.531
2011  252  73088898       4.91       1.17      -2.03      -4.29     -61.35     299.86      515.8      115.4        5.3    2.75316    0.00960    0.05943      6.189
2011  252  73176281       5.19       1.81      -1.19      -4.63     -64.97     326.66      513.2      124.9        5.8    2.96103    0.01070    0.07562      7.064
2011  252  73274406       4.58       0.58       2.20      -3.85     -59.45      75.18      530.6      114.9        5.0    2.74319    0.00834    0.05544      6.646
2011  252  73366390       4.07       1.54       1.68      -3.31     -55.41      47.49      526.8      117.0        5.3    2.83486    0.00659    0.06030      9.150
2011  252  73464507       4.41       1.45       1.47      -3.85     -61.79      45.50      529.5      116.5        5.2    2.83764    0.00773    0.05927      7.664
2011  252  73562624       3.73       0.63       2.01      -2.98     -54.80      72.70      530.4      116.4        5.2    2.84762    0.00552    0.05909     10.700
2011  252  73660750       4.06       2.11       1.38      -3.08     -50.73      33.06      524.3      121.5        5.4    2.87924    0.00655    0.06661     10.168
2011  252  73755804       4.39       1.91       1.81      -3.46     -52.70      43.42      523.2      120.3        5.4    2.86840    0.00767    0.06540      8.531
2011  252  73863117       5.15       3.94      -0.94      -2.98     -36.33     346.58      516.3      124.5        5.2    2.71429    0.01057    0.06800      6.435
2011  252  73958132       4.81       2.78      -1.80      -3.40     -45.81     327.11      514.4      124.1        5.3    2.74614    0.00919    0.06889      7.495
2011  252  74068382       6.07       4.66      -1.75      -3.46     -34.79     339.42      494.9      129.5        5.9    2.80031    0.01465    0.08261      5.638
2011  252  74153421       5.35       4.37       0.14      -2.58     -30.57       1.84      499.7      110.0        4.9    2.38823    0.01140    0.04987      4.374
2011  252  74248468       4.54       2.30       2.56      -2.51     -36.13      48.10      497.8      121.6        5.7    2.76225    0.00820    0.07104      8.665
2011  252  74353710       5.27       0.08       4.91      -1.74     -19.54      89.12      528.4       95.1        4.6    2.51203    0.01106    0.03507      3.171
2011  252  74442640       5.84       0.97       5.34      -1.99     -20.15      79.72      515.5       92.9        4.7    2.40488    0.01356    0.03368      2.485
2011  252  74540750       5.99       1.72       3.47      -4.49     -49.20      63.72      492.5      110.3        5.7    2.66890    0.01425    0.05768      4.047
2011  252  74645000       6.48       0.93       5.29      -3.55     -33.50      80.05      509.8       93.9        5.0    2.53280    0.01668    0.03703      2.220
2011  252  74736984       6.77       0.27       5.86      -3.37     -29.83      87.35      516.7       90.7        4.7    2.44255    0.01824    0.03245      1.779
2011  252  74834937       6.89      -0.72      -0.48      -5.65     -81.32     213.46      516.4       94.9        5.0    2.56496    0.01890    0.03730      1.974
2011  252  74933054       8.03       0.44      -0.28      -7.91     -86.21     327.79      522.5       85.6        5.5    2.90944    0.02568    0.03363      1.310
2011  252  75043578       8.81       0.39      -1.87      -8.56     -77.41     281.92      509.0       87.3        5.2    2.61975    0.03092    0.03321      1.074
2011  252  75129429       6.60       0.67      -3.17      -5.57     -59.86     281.98      510.4       81.4        6.3    3.19282    0.01735    0.03501      2.017
2011  252  75224484       7.30       0.62      -1.03      -7.12     -80.41     300.85      505.5       83.6        4.8    2.37626    0.02122    0.02799      1.319
2011  252  75322601       5.02       0.70      -0.52      -4.78     -79.62     323.38      507.8       96.0        5.7    2.86427    0.01004    0.04412      4.396
2011  252  75420718       2.98       2.37      -0.13      -1.79     -36.95     356.84      499.9       96.3        6.9    3.36426    0.00354    0.05376     15.192
2011  252  75514312       4.44       3.63      -0.83      -2.38     -32.53     347.15      495.3      104.3        6.9    3.30138    0.00784    0.06308      8.044
2011  252  75616960       1.79       1.47      -0.10      -1.00     -34.08     356.15      499.7       95.5        6.9    3.36620    0.00127    0.05299     41.700
2011  252  75715117       4.48       3.88      -0.32      -2.15     -28.98     355.23      492.5       99.2        6.7    3.13700    0.00799    0.05490      6.867
2011  252  75808632       5.56       4.45       0.13      -3.28     -36.37       1.67      490.1      102.0        6.7    3.12001    0.01229    0.05827      4.741
2011  252  75917445       5.35       3.10      -0.66      -4.09     -52.25     347.93      501.2       96.2        6.7    3.24106    0.01137    0.05147      4.526
2011  252  76024804       6.04       2.52       1.16      -5.26     -62.17      24.72      484.1      105.3        6.6    3.00211    0.01451    0.06120      4.217
2011  252  76110656       5.43       2.21       1.40      -4.73     -61.07      32.32      498.3       93.5        6.3    3.03661    0.01175    0.04608      3.922
2011  252  76199445       7.28       3.62       2.49      -5.44     -51.09      34.52      493.5       81.6        5.7    2.68900    0.02110    0.03166      1.501
2011  252  76295992       8.27      -0.12      -0.73      -8.12     -84.79     260.51      498.3       83.1        6.4    3.09146    0.02720    0.03704      1.362
2011  252  76401773       7.05      -4.55      -4.37      -2.93     -24.95     223.82      523.8       65.5        7.5    4.01472    0.01975    0.02705      1.369
2011  252  76493765       7.58      -4.56      -4.35      -4.02     -32.53     223.60      519.3       70.2        9.3    4.88386    0.02284    0.03846      1.684
2011  252  76598007       7.26      -4.78      -4.01      -3.48     -29.18     220.00      522.6       65.5        8.9    4.71539    0.02097    0.03196      1.524
2011  252  76686929       7.42      -4.08      -5.24      -2.90     -23.57     232.09      513.2       70.2       10.0    5.12132    0.02190    0.04127      1.885
2011  252  76792046       7.81      -4.73      -5.19      -2.95     -22.81     227.61      516.0       57.2        9.7    5.03135    0.02429    0.02665      1.097
2011  252  76888585       7.88      -3.55      -4.61      -5.12     -41.36     232.39      507.2       60.5        9.5    4.76078    0.02470    0.02917      1.181
2011  252  77005820       8.27      -4.96      -3.80      -5.21     -39.80     217.51      519.6       53.9        8.2    4.29686    0.02722    0.01993      0.732
2011  252  77088617       8.48      -6.75      -3.42      -3.59     -25.36     206.87      534.9       55.6        8.7    4.81657    0.02863    0.02242      0.783
2011  252  77180601       8.61      -6.51      -4.88      -2.51     -17.17     216.85      524.9       62.5        9.1    4.87709    0.02947    0.02977      1.010
2011  252  77288703       8.33      -7.42      -3.62      -0.47      -3.28     206.04      536.8       59.1        8.2    4.60693    0.02761    0.02405      0.871
2011  252  77378328       8.70      -7.47      -4.37      -0.49      -3.22     210.35      531.8       58.3        8.0    4.38866    0.03012    0.02271      0.754
2011  252  77484148       9.58      -8.74      -2.56       2.91      17.73     196.31      541.6       48.2        7.2    4.07714    0.03650    0.01393      0.382
2011  252  77582273       9.68      -8.67      -2.97       2.91      17.63     198.92      540.2       49.5        7.7    4.34737    0.03729    0.01574      0.422
2011  252  77680390       9.74      -8.72      -2.76       3.25      19.54     197.59      545.4       46.7        7.7    4.44218    0.03772    0.01404      0.372
2011  252  77775445       9.77      -8.10      -1.55       5.10      31.74     190.86      536.5       56.1        8.3    4.62297    0.03797    0.02182      0.575
2011  252  77873562       9.74      -8.11      -1.46       5.18      32.13     190.21      536.6       53.4        8.2    4.58449    0.03776    0.01955      0.518
2011  252  77989406       9.18      -7.75      -1.68       3.78      25.48     192.20      539.5       70.6        8.6    4.87195    0.03355    0.03601      1.073
2011  252  78070585       8.61      -8.32      -1.81       0.37       2.46     192.30      542.8       60.8        9.0    5.15700    0.02951    0.02785      0.944
2011  252  78164851       9.44      -9.23      -0.36       0.18       1.14     182.22      533.3       48.7        8.3    4.56618    0.03542    0.01642      0.463
2011  252  78462414       9.54      -8.12      -3.45       3.52      21.74     203.05      519.8       52.0        7.4    3.85822    0.03618    0.01663      0.460
2011  252  78560359       8.16      -6.07      -3.89      -0.62      -4.93     212.65      524.6       64.7        7.8    4.13771    0.02647    0.02714      1.025
2011  252  78655453       7.70      -5.79      -2.69      -3.91     -31.48     204.91      535.8       64.4        8.1    4.52092    0.02362    0.02814      1.191
2011  252  78753539       7.64      -5.30      -4.00      -3.72     -29.27     217.06      527.8       62.7        8.5    4.60641    0.02321    0.02802      1.207
2011  252  78848625       8.17      -5.90      -3.80      -4.00     -29.69     212.79      523.9       62.5        7.7    4.10363    0.02656    0.02514      0.946
2011  252  78968164       8.49      -6.39      -3.66      -4.18     -29.61     209.79      523.2       66.1        7.9    4.21790    0.02865    0.02900      1.012
2011  252  79047929       8.01      -5.80      -3.48      -4.25     -32.13     210.99      526.8       64.5        8.6    4.64504    0.02552    0.03006      1.178
2011  252  79142945       7.69      -4.14      -4.82      -4.25     -33.76     229.33      517.2       66.3        8.6    4.44639    0.02356    0.03148      1.336
2011  252  79247234       8.09      -4.71      -4.96      -4.24     -31.82     226.46      522.7       65.0        8.2    4.34687    0.02607    0.02900      1.112
2011  252  79336117       7.65      -3.78      -6.04      -2.64     -20.30     237.97      519.2       65.9        7.9    4.12177    0.02329    0.02863      1.230
2011  252  79442046       7.64      -3.57      -5.01      -4.08     -33.56     234.50      520.5       53.2        9.0    4.73167    0.02323    0.02129      0.917
2011  252  79535492       7.83      -0.50       6.66      -3.16     -25.29      94.31      503.2       60.6        9.5    4.68344    0.02438    0.02929      1.201
2011  252  79639742       8.27       0.44       7.29      -2.49     -18.81      86.58      497.9       48.0        8.4    4.01663    0.02724    0.01612      0.592
2011  252  79739468       8.48      -0.87      -1.38      -6.15     -75.15     237.81      506.8       39.9        7.4    3.68736    0.02858    0.00987      0.345
2011  252  79835914       8.28      -1.56      -5.67      -5.80     -44.62     254.60      511.1       66.6        7.7    3.90218    0.02728    0.02858      1.048
2011  252  79952421       7.66      -0.11      -5.78      -5.02     -41.00     268.93      511.5       71.3        7.6    3.86262    0.02335    0.03239      1.387
2011  252  80038281       8.34      -0.84      -6.73      -4.83     -35.48     262.89      510.5       67.2        7.4    3.76078    0.02770    0.02812      1.015
2011  252  80129585       9.16      -1.69      -7.04      -5.55     -37.45     256.51      511.1       67.1        6.7    3.38859    0.03342    0.02515      0.752
2011  252  80231453       9.93      -1.71      -8.08      -5.45     -33.43     258.08      511.2       68.8        6.6    3.33265    0.03924    0.02603      0.663
2011  252  80329570      10.30      -1.53      -8.44      -5.62     -33.21     259.73      511.9       64.3        6.8    3.46351    0.04218    0.02354      0.558
2011  252  80427695      10.45      -1.84      -8.56      -5.65     -32.82     257.88      515.2       59.9        6.7    3.42763    0.04347    0.01999      0.460
2011  252  80525812      10.68      -1.59      -9.09      -5.33     -30.04     260.08      509.9       66.0        7.0    3.53051    0.04536    0.02548      0.562
2011  252  80621007      11.10      -1.13      -9.66      -5.34     -28.78     263.32      504.0       57.8        6.4    3.17479    0.04905    0.01798      0.367
2011  252  80722187       9.24      -0.24      -3.51       5.83      58.85     266.10      511.1       66.0       10.1    5.13492    0.03396    0.03685      1.085
2011  252  80817929       7.84      -1.85      -3.51       5.65      54.88     242.19      517.3       79.1        9.5    4.94697    0.02443    0.04987      2.041
2011  252  80932976       7.68      -1.57      -2.95       5.85      60.21     241.96      492.9       62.7        8.8    4.12745    0.02347    0.02878      1.227
2011  252  81019648       7.83      -4.17      -1.51       6.23      54.54     199.91      527.1       72.8        9.7    5.21234    0.02439    0.04284      1.756
2011  252  81116953       7.90      -3.58      -2.24       6.21      55.79     212.00      527.7       63.5        9.7    5.26676    0.02482    0.03287      1.324
2011  252  81215781       5.87      -3.14       0.99       4.78      55.45     162.44      527.4       69.0       11.2    6.05763    0.01370    0.04465      3.260
2011  252  81310937       7.23      -2.73      -1.23       6.31      64.64     204.30      523.0       61.0        9.5    5.04150    0.02082    0.02960      1.422
2011  252  81409054       7.95      -1.91      -2.12       7.24      68.50     228.01      516.4       62.1       10.1    5.24216    0.02517    0.03271      1.300
2011  252  81504007       9.20       0.33      -2.75       8.62      72.20     276.78      491.3       64.8        8.5    3.97830    0.03370    0.02980      0.884
2011  252  81611429       9.36      -1.88      -5.50       7.00      50.31     251.15      507.7       63.7        8.2    4.08531    0.03486    0.02775      0.796
2011  252  81700312      10.58      -2.07      -9.67       0.41       2.39     257.89      503.5       64.1        6.2    3.05045    0.04456    0.02133      0.479
2011  252  81804421      10.03      -1.70      -9.16      -1.33      -8.12     259.50      519.3       63.3        7.5    3.90581    0.04005    0.02498      0.624
2011  252  81914945      10.28      -1.22      -8.62       4.87      29.25     261.91      502.6       57.3        6.6    3.24375    0.04206    0.01817      0.432
2011  252  81997601      10.09      -0.36      -9.74       1.89      10.99     267.87      502.7       65.0        7.0    3.41908    0.04055    0.02460      0.607
2011  252  82098921       9.95      -1.19      -9.10       3.12      18.74     262.58      511.2       68.9        7.0    3.53872    0.03943    0.02773      0.703
2011  252  82190914      10.01      -2.18      -8.64       3.56      21.76     255.84      502.9       61.2        7.2    3.52467    0.03986    0.02252      0.565
2011  252  82289031      10.31      -2.83      -8.85       4.42      25.46     252.29      512.5       64.7        6.5    3.32429    0.04232    0.02285      0.540
2011  252  82389367       9.79      -2.50      -8.00       4.88      30.18     252.68      513.9       64.5        6.8    3.50043    0.03815    0.02374      0.622
2011  252  82485273       9.71      -2.27      -8.82       2.66      16.31     255.56      510.5       62.1        7.5    3.78609    0.03750    0.02416      0.644
2011  252  82586312       9.56      -1.93      -8.04      -4.77     -29.99     256.51      507.5       63.5        7.2    3.58445    0.03635    0.02415      0.664
2011  252  82682210       9.28      -2.28      -7.52      -4.83     -31.59     253.16      510.1       67.9        8.4    4.22136    0.03426    0.03226      0.942
2011  252  82772671       9.47      -2.32      -7.44      -5.26     -34.00     252.67      510.2       59.3        7.7    3.91079    0.03571    0.02278      0.638
2011  252  82895999       9.92      -2.75      -8.82      -3.52     -20.88     252.67      509.6       54.4        7.5    3.78674    0.03914    0.01863      0.476
2011  252  82978789       9.90      -2.97      -8.51      -3.99     -23.88     250.78      514.0       55.0        8.2    4.19976    0.03903    0.02075      0.532
2011  252  83073156      10.05      -2.55      -9.61      -0.19      -1.12     255.13      513.8       54.0        7.6    3.90735    0.04019    0.01863      0.463
2011  252  83173640      10.12      -0.60     -10.01       0.54       3.09     266.55      508.6       55.6        8.4    4.21842    0.04078    0.02169      0.532
2011  252  83267015      10.19       0.08      -9.84      -0.33      -1.91     270.47      500.7       59.3        9.3    4.54548    0.04128    0.02746      0.665
2011  252  83371265      10.59      -2.40      -9.29      -4.32     -24.22     255.50      523.9       57.9        7.4    3.94967    0.04467    0.02076      0.465
2011  252  83463250      10.50      -3.15      -8.53      -5.08     -29.18     249.71      516.9       55.0        7.5    3.89150    0.04385    0.01898      0.433
2011  252  83566820      10.30      -2.74      -9.13      -3.34     -19.30     253.30      513.2       57.7        9.1    4.63994    0.04218    0.02531      0.600
2011  252  83659492      10.02      -1.71      -8.88      -3.72     -22.35     259.13      503.7       56.5        9.1    4.46441    0.03994    0.02417      0.605
2011  252  83761523       9.93      -1.43      -9.04      -3.57     -21.29     261.01      508.8       52.7        9.0    4.51608    0.03921    0.02086      0.532
2011  252  83875796       9.61      -0.83      -7.66      -5.35     -34.81     263.83      504.9       55.2        9.9    4.88388    0.03671    0.02519      0.686
2011  252  83961648       9.93      -2.28      -8.69      -4.16     -24.85     255.32      508.3       49.7        8.9    4.44275    0.03921    0.01831      0.467
2011  252  84053632      10.12      -2.55      -8.96      -3.72     -21.78     254.14      508.7       51.5        8.9    4.45173    0.04072    0.01967      0.483
2011  252  84153289      10.13      -2.63      -8.95      -3.85     -22.43     253.60      507.1       52.4        9.2    4.60442    0.04086    0.02119      0.519
2011  252  84250585      10.27      -2.12      -8.36      -5.46     -32.37     255.78      505.1       51.9        9.4    4.63967    0.04195    0.02112      0.503
2011  252  84347992      10.23      -1.99      -8.31      -5.53     -32.92     256.56      506.6       52.1        9.6    4.80062    0.04161    0.02189      0.526
2011  252  84447500      10.41      -1.74      -8.39      -5.89     -34.50     258.32      506.3       46.1        8.6    4.26875    0.04311    0.01523      0.353
2011  252  84545617      10.43      -1.82      -9.05      -4.65     -26.77     258.63      511.5       53.0       10.1    5.13440    0.04326    0.02380      0.550
2011  252  84643875       9.65      -2.26      -7.27      -5.90     -37.77     252.70      516.1       51.9        9.9    5.11233    0.03706    0.02228      0.601
2011  252  84740328      10.21      -1.74      -7.79      -6.31     -38.32     257.39      500.2       57.8        9.8    4.77170    0.04152    0.02751      0.663
2011  252  84855312      10.93      -1.92      -5.62      -8.97     -56.47     251.16      500.6       58.1        9.0    4.35740    0.04751    0.02526      0.532
2011  252  84938874      10.58       0.50      -4.27      -9.63     -65.94     276.69      506.0       54.8        8.7    4.31421    0.04455    0.02180      0.489
2011  252  85034679      10.24       0.30      -2.46      -9.86     -75.88     276.88      501.0       49.0        8.5    4.12634    0.04174    0.01702      0.408
2011  252  85134468       9.68       1.02      -2.24      -9.03     -74.76     294.49      504.8       56.8        8.8    4.36929    0.03728    0.02382      0.639
2011  252  85230234       9.84       1.40      -3.50      -9.06     -67.40     291.83      502.6       53.6        8.8    4.31482    0.03855    0.02112      0.548
2011  252  85333640       9.81       1.48      -2.46      -9.31     -72.86     301.00      508.1       42.9        8.3    4.14218    0.03829    0.01271      0.332
2011  252  85428828       9.74       3.33      -0.20      -9.07     -69.82     356.51      505.4       57.8        9.4    4.65899    0.03777    0.02630      0.696
2011  252  85526804      10.15       2.01      -1.21      -9.83     -76.56     328.86      502.1       53.0        7.9    3.87849    0.04099    0.01862      0.454
2011  252  85623390      10.61       1.51      -0.79     -10.46     -80.75     332.30      500.1       54.0        6.8    3.29567    0.04478    0.01654      0.369
2011  252  85721507      10.74       1.71      -0.80     -10.56     -79.85     334.99      500.8       54.5        7.0    3.40511    0.04585    0.01739      0.379
2011  252  85837343      10.22       1.20      -0.31     -10.15     -83.05     345.72      502.4       56.9        8.0    3.93416    0.04159    0.02173      0.523
2011  252  85919281      10.05       0.81      -1.30      -9.89     -81.19     301.83      504.4       54.8        9.1    4.47846    0.04018    0.02275      0.566
2011  252  86017398      10.03       0.86      -1.04      -9.93     -82.26     309.63      508.4       54.2        8.4    4.23263    0.04001    0.02077      0.519
2011  252  86115515       9.62       0.53      -0.86      -9.52     -83.97     301.65      506.8       53.8        8.7    4.34324    0.03679    0.02113      0.574
2011  252  86214484       9.15       0.44      -0.79      -9.07     -84.29     298.80      508.9       53.5        9.1    4.58387    0.03331    0.02186      0.656
2011  252  86311750       9.63       0.53      -0.27      -9.57     -86.43     332.95      500.3       54.7        8.3    4.03477    0.03692    0.02079      0.563
