                                                                                 Wind MFI and SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz       Theta       Phi         V          Vx         Vy         Vz       Vtheta      Vphi       Vth         Np        Psw         Pb        Pth        Beta        Va         Ma        Mms      Epsilon  
                           nT         nT         nT         nT        deg        deg        km/s       km/s       km/s       km/s       deg        deg        km/s       cm^3       nPa        nPa        nPa                   km/s                           10^11 W  
2014    1  48228632      11.63      -4.54      -6.65       7.44      42.72     235.69      430.0     -426.4      -12.2      -54.3       -7.3     -178.4       85.1       16.5    5.91747    0.05378    0.09991      1.858       62.4       6.89       3.54      0.188
2014    1  48333273       9.21      -2.95      -6.78       5.44      36.35     246.46      425.9     -421.2      -38.8      -49.2       -6.6     -174.7       72.0       16.6    5.82882    0.03372    0.07180      2.129       49.3       8.63       4.21      0.252
2014    1  48425746      10.42      -6.66      -2.70       7.30      45.47     202.05      424.3     -420.8      -31.2      -44.9       -6.1     -175.8       64.3       14.9    5.19036    0.04321    0.05142      1.190       59.0       7.20       4.31      0.009
2014    1  48521152      11.56      -7.66       2.73       7.89      44.16     160.38      423.4     -419.3      -47.3      -35.0       -4.7     -173.6       66.6       14.8    5.15303    0.05319    0.05491      1.032       65.5       6.46       4.05      0.008
2014    1  48619671      13.48     -10.91       3.42       7.07      31.74     162.59      428.5     -425.4      -23.1      -46.0       -6.2     -176.9       66.1       14.3    5.08567    0.07234    0.05221      0.722       77.8       5.50       3.81      0.039
2014    1  48721062      14.70      -9.94       9.89       3.94      15.69     135.16      433.8     -432.2      -17.0      -32.8       -4.3     -177.7       64.9       12.8    4.65986    0.08604    0.04490      0.522       89.8       4.83       3.62      1.854
2014    1  48819582      15.60     -10.90      10.48       3.57      13.27     136.11      431.9     -430.5      -23.1      -26.2       -3.5     -176.9       56.4       10.2    3.70627    0.09689    0.02721      0.281      106.4       4.06       3.41      2.409
2014    1  48918035      15.42      -8.53      12.09       4.35      16.39     125.20      442.1     -440.4      -15.5      -35.7       -4.6     -178.0       71.4       12.1    4.60123    0.09466    0.05179      0.547       96.6       4.58       3.39      2.292
2014    1  49016519      15.99      -9.94      12.11       3.01      10.86     129.39      434.2     -433.0      -16.8      -26.5       -3.5     -177.8       65.4       11.6    4.23626    0.10171    0.04146      0.408      102.5       4.24       3.34      3.188
2014    1  49115003      16.16      -9.27      13.05       2.04       7.28     125.39      436.9     -434.7      -20.3      -38.6       -5.1     -177.3       67.8       11.1    4.12950    0.10394    0.04290      0.413      105.6       4.14       3.25      4.063
2014    1  49213492      16.81      -8.95      14.13       1.10       3.77     122.35      433.8     -431.0      -27.6      -41.4       -5.5     -176.3       63.4        9.6    3.49158    0.11249    0.03219      0.286      118.6       3.66       3.06      5.199
2014    1  49323781      17.26      -7.60      15.43       1.07       3.56     116.22      630.9     -516.6       13.1      362.0       35.0      178.5       13.0       84.1   64.95248    0.11854    0.01196      0.101       41.1      15.37      14.32      8.117
2014    1  49413539      17.00      -8.08      14.94      -0.33      -1.11     118.41      426.6     -423.6      -33.5      -37.2       -5.0     -175.5       66.2        9.4    3.33292    0.11497    0.03456      0.301      120.7       3.53       2.93      6.416
2014    1  49708996      10.15       2.75       1.20      -9.68     -72.79      23.67      427.8     -425.3      -38.6      -25.6       -3.4     -174.8       67.4       14.0    4.98970    0.04101    0.05343      1.303       59.1       7.24       4.21      8.722
2014    1  49807480      10.33       4.14      -2.27      -9.07     -62.50     331.21      431.6     -429.9      -38.1       -0.6       -0.1     -174.9       69.0       14.1    5.09867    0.04249    0.05617      1.322       60.0       7.19       4.16      8.913
2014    1  49902855      11.75       2.85       5.66      -9.62     -56.62      63.26      424.5     -420.8      -52.1      -19.4       -2.6     -172.9       66.7       10.1    3.53586    0.05497    0.03762      0.684       80.6       5.27       3.70     10.131
2014    1  50010609      14.72       1.51       9.88     -10.75     -47.06      81.30      429.6     -427.3      -32.7      -31.0       -4.1     -175.6       68.2        9.8    3.51502    0.08617    0.03823      0.444      102.5       4.19       3.25     13.973
2014    1  50102941      15.33       1.06      11.38     -10.20     -41.75      84.69      432.9     -430.2      -27.2      -39.7       -5.3     -176.4       58.4        8.4    3.05232    0.09347    0.02391      0.256      115.4       3.75       3.19     14.091
2014    1  50201425      14.79       1.40      10.44     -10.38     -44.58      82.35      433.9     -431.6      -32.6      -30.4       -4.0     -175.7       59.2        9.0    3.29530    0.08708    0.02644      0.304      107.4       4.04       3.35     13.758
2014    1  50306066      14.35       0.65      10.24     -10.02     -44.34      86.37      431.3     -428.1      -34.9      -39.0       -5.2     -175.3       63.1        9.4    3.39918    0.08192    0.03139      0.383      102.0       4.23       3.37     12.781
2014    1  50401476      13.99       0.07       9.82      -9.94     -45.34      89.57      430.5     -428.0      -35.6      -30.3       -4.0     -175.2       57.8        9.2    3.30776    0.07787    0.02568      0.330      100.6       4.28       3.50     12.296
2014    1  50496882      13.90       0.10      10.60      -8.93     -40.10      89.45      425.8     -422.4      -36.3      -39.6       -5.3     -175.1       61.7        9.9    3.48781    0.07685    0.03157      0.411       96.3       4.42       3.48     11.080
2014    1  50595371      13.83       0.22      11.18      -8.11     -35.96      88.88      430.2     -427.5      -34.4      -33.8       -4.5     -175.4       60.2        9.2    3.30534    0.07612    0.02793      0.367       99.4       4.33       3.47     10.333
2014    1  50693855      12.72      -3.89      10.66      -2.05     -10.22     110.04      434.9     -431.6      -21.0      -49.5       -6.5     -177.2       62.3        8.5    3.12198    0.06443    0.02764      0.429       95.2       4.57       3.56      4.957
2014    1  50792339      11.84      -3.81      10.89       0.55       2.72     109.26      438.2     -434.2      -14.1      -56.9       -7.5     -178.1       71.4       10.4    3.86488    0.05580    0.04429      0.794       80.2       5.46       3.69      2.762
2014    1  50887035      11.89      -2.54      11.10      -0.54      -2.69     102.88      431.2     -427.8      -12.6      -52.8       -7.0     -178.3       65.5       10.1    3.64345    0.05629    0.03621      0.643       81.6       5.28       3.77      3.340
2014    1  50997007      12.11      -0.76      11.87      -0.53      -2.57      93.65      460.5     -458.4      -25.8      -35.6       -4.4     -176.8       52.6        7.7    3.18399    0.05839    0.01793      0.307       95.0       4.85       4.01      3.677
2014    1  51078601      12.70      -2.11      12.11      -2.76     -12.66      99.87      443.9     -441.3      -14.9      -45.5       -5.9     -178.1       69.5        9.4    3.60400    0.06418    0.03806      0.593       90.2       4.92       3.58      5.330
2014    1  51181843      12.92       2.06      11.91      -2.83     -13.19      80.19      460.3     -458.6      -14.5      -37.9       -4.7     -178.2       66.8        8.6    3.53796    0.06644    0.03210      0.483       96.1       4.79       3.65      5.808
2014    1  51293355      11.67      -3.00      11.17      -0.56      -2.77     105.03      452.7     -449.7      -15.2      -50.0       -6.3     -178.1       69.6       10.7    4.26914    0.05419    0.04352      0.803       77.7       5.83       3.92      3.388
2014    1  51374023      11.72      -3.44      11.17      -0.55      -2.70     107.10      448.8     -446.4      -21.8      -40.4       -5.2     -177.2       63.7       10.3    4.02277    0.05467    0.03496      0.639       79.7       5.63       4.02      3.384
2014    1  51472511      11.74      -2.58      11.36      -1.32      -6.46     102.79      448.9     -447.4      -14.5      -33.3       -4.2     -178.1       72.1       11.2    4.39443    0.05484    0.04880      0.890       76.4       5.88       3.85      3.835
2014    1  51574964      11.87      -1.12      11.22      -3.56     -17.51      95.71      455.8     -454.7      -11.0      -31.1       -3.9     -178.6       65.3        9.1    3.65574    0.05607    0.03238      0.578       86.0       5.30       3.88      5.428
2014    1  51673449      11.70      -1.73      11.08      -2.01     -10.15      98.85      446.0     -442.6      -15.6      -52.5       -6.8     -178.0       67.9       10.3    3.96108    0.05448    0.03953      0.726       79.7       5.60       3.87      4.224
2014    1  51767968      11.37      -1.99      11.14      -0.27      -1.35     100.11      444.6     -441.6      -14.8      -49.7       -6.4     -178.1       70.6       10.8    4.15999    0.05143    0.04518      0.879       75.3       5.90       3.88      3.002
2014    1  51866453      11.47      -2.45      11.02      -1.78      -8.97     102.54      445.3     -442.9      -11.0      -44.3       -5.7     -178.6       69.3       10.7    4.13228    0.05233    0.04316      0.825       76.3       5.83       3.90      3.925
2014    1  51968910      11.37      -1.22      11.22       0.43       2.19      96.20      446.5     -443.5       -3.4      -51.7       -6.6     -179.6       69.4       10.0    3.85522    0.05145    0.04009      0.779       78.6       5.68       3.86      2.660
2014    1  52067394      11.26      -0.90      11.18       0.07       0.33      94.62      451.1     -448.0      -13.0      -50.7       -6.4     -178.3       72.8       10.0    3.95379    0.05049    0.04436      0.879       77.6       5.81       3.82      2.819
2014    1  52166664      11.18       0.23      11.15      -0.49      -2.52      88.80      464.6     -461.2      -21.3      -51.4       -6.4     -177.4       67.6        9.7    4.06071    0.04975    0.03707      0.745       78.3       5.93       4.08      3.155
2014    1  52278214      11.07      -1.59      10.78      -1.69      -8.81      98.40      455.4     -453.0      -17.0      -43.2       -5.4     -177.9       63.5        9.2    3.70860    0.04876    0.03107      0.637       79.5       5.73       4.09      3.708
2014    1  52362851      11.12      -1.69      10.72      -2.09     -10.89      98.94      455.5     -453.4      -17.8      -38.9       -4.9     -177.8       67.7        9.7    3.90813    0.04918    0.03720      0.757       77.8       5.85       4.01      3.980
2014    1  52461335      11.45      -2.83      10.81      -1.77      -8.98     104.66      462.4     -461.0      -15.4      -33.8       -4.2     -178.1       63.2        9.1    3.78412    0.05218    0.03044      0.583       82.7       5.59       4.08      4.074
2014    1  52851347      12.20      -3.99      11.46      -0.81      -3.79     109.21      444.6     -441.6       -9.9      -50.8       -6.6     -178.7       60.8        9.9    3.81509    0.05922    0.03078      0.520       84.4       5.27       3.95      3.776
2014    1  53146804      12.28      -4.13      11.44      -1.23      -5.78     109.83      436.2     -433.1       -3.2      -52.5       -6.9     -179.6       60.0        8.9    3.30425    0.06002    0.02692      0.448       89.6       4.87       3.77      4.019
