                                                                                 Wind MFI and SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz       Theta       Phi         V          Vx         Vy         Vz       Vtheta      Vphi       Vth         Np        Psw         Pb        Pth        Beta        Va         Ma        Mms      Epsilon  
                           nT         nT         nT         nT        deg        deg        km/s       km/s       km/s       km/s       deg        deg        km/s       cm^3       nPa        nPa        nPa                   km/s                           10^11 W  
2014    7  32075650       2.52       1.74       0.23      -1.81     -45.90       7.49      350.7     -350.6        2.3        9.0        1.5      179.6       25.1        3.3    0.79290    0.00253    0.00176      0.696       30.1      11.63       8.14      0.440
2014    7  32172597       2.47       1.59      -0.03      -1.83     -49.05     359.01      348.6     -348.4        3.2        9.7        1.6      179.5       24.9        3.2    0.75855    0.00243    0.00167      0.687       30.1      11.60       8.14      0.424
2014    7  32469593       2.31      -0.06      -0.48      -2.25     -77.77     262.91      350.1     -350.1        1.7        4.1        0.7      179.7       23.3        3.0    0.70371    0.00212    0.00134      0.635       29.2      11.97       8.57      0.363
2014    7  32560386       2.34      -0.07      -0.56      -2.26     -75.93     262.59      350.5     -350.4        1.9        5.6        0.9      179.7       25.7        3.2    0.75584    0.00218    0.00175      0.806       28.6      12.24       8.23      0.371
2014    7  32663490       2.45       0.74      -0.87      -2.15     -61.98     310.06      348.6     -348.5        2.5        5.7        0.9      179.6       25.3        3.3    0.76738    0.00239    0.00174      0.727       29.7      11.75       8.13      0.388
2014    7  32765050       2.48       1.24      -0.66      -2.03     -55.41     332.08      352.3     -352.2        2.7        7.5        1.2      179.6       26.3        3.3    0.78896    0.00245    0.00190      0.776       29.9      11.78       8.01      0.412
2014    7  32863539       2.53       1.32      -0.83      -2.00     -52.06     327.81      352.1     -352.0        4.8        7.2        1.2      179.2       25.4        3.2    0.75866    0.00255    0.00170      0.665       31.1      11.32       8.01      0.416
2014    7  32962023       2.53       1.25      -0.62      -2.10     -56.36     333.76      351.6     -351.6        1.3        4.4        0.7      179.8       24.9        3.2    0.77039    0.00254    0.00166      0.655       30.8      11.43       8.12      0.430
2014    7  33061332       2.50       1.27      -1.06      -1.85     -48.28     320.09      350.8     -350.8        1.8        6.0        1.0      179.7       25.0        3.2    0.75867    0.00249    0.00166      0.666       30.6      11.45       8.10      0.382
2014    7  33158996       2.47       1.11      -1.16      -1.86     -49.19     313.74      350.4     -350.4        1.9        4.8        0.8      179.7       24.7        3.2    0.75877    0.00243    0.00162      0.670       30.2      11.61       8.20      0.364
2014    7  33260558       2.38       0.91      -1.46      -1.64     -43.63     301.98      350.2     -350.1        4.3        5.9        1.0      179.3       25.5        3.3    0.78746    0.00225    0.00179      0.798       28.5      12.29       8.29      0.301
2014    7  33359871       2.44       1.06      -1.00      -1.94     -53.16     316.64      352.0     -351.9        3.6        6.6        1.1      179.4       25.4        3.3    0.79348    0.00237    0.00178      0.749       29.3      12.00       8.24      0.373
2014    7  33458355       2.41       1.12      -1.08      -1.84     -49.78     316.01      351.5     -351.4        4.0        6.6        1.1      179.3       25.4        3.2    0.76123    0.00232    0.00172      0.741       29.5      11.90       8.19      0.354
2014    7  33549144       2.41       1.12      -1.34      -1.66     -43.52     309.88      350.3     -350.3        3.5        4.5        0.7      179.4       25.8        3.2    0.76673    0.00231    0.00180      0.776       29.3      11.95       8.12      0.321
2014    7  33651425       2.29       0.99      -1.59      -1.30     -34.72     301.90      350.4     -350.4        2.9        4.9        0.8      179.5       24.5        3.1    0.73705    0.00208    0.00155      0.747       28.4      12.36       8.49      0.243
2014    7  33752988       2.36       0.94      -1.31      -1.69     -46.30     305.60      349.9     -349.9        3.5        4.8        0.8      179.4       24.6        3.2    0.76404    0.00221    0.00163      0.735       28.7      12.20       8.41      0.311
2014    7  33851476       2.05       0.66      -1.18      -1.50     -47.98     298.96      349.8     -349.7        4.0        3.9        0.6      179.3       23.8        3.0    0.71245    0.00168    0.00143      0.850       25.9      13.53       8.97      0.234
2014    7  33946882       1.55       0.23      -0.81      -1.15     -53.93     285.63      345.5     -345.4       -7.6       -3.5       -0.6     -178.7       28.7        3.2    0.73235    0.00095    0.00217      2.282       19.0      18.20       8.65      0.136
2014    7  34045371       0.85      -0.28      -0.26      -0.63     -58.63     222.64      341.6     -341.5       -5.3       -6.4       -1.1     -179.1       29.0        3.4    0.77079    0.00029    0.00240      8.393       10.0      34.11       9.25      0.045
2014    7  34143855       1.84      -1.35       1.08       0.52      16.73     141.37      346.2     -346.2       -3.6        2.0        0.3     -179.4       27.0        3.2    0.73967    0.00135    0.00195      1.439       22.5      15.36       8.64      0.019
2014    7  34242339       1.89      -1.63       0.71      -0.46     -14.42     156.41      341.5     -341.3      -10.6        0.0        0.0     -178.2       28.9        3.0    0.68066    0.00142    0.00210      1.484       23.7      14.39       8.01      0.144
2014    7  34340828       1.89      -1.64       0.91       0.18       5.35     151.00      343.0     -342.9       -0.0        7.4        1.2     -180.0       27.5        3.3    0.76350    0.00142    0.00212      1.493       22.5      15.22       8.45      0.040
2014    7  34439312       1.92      -1.69       0.90       0.10       3.06     151.86      342.5     -342.5       -0.2        4.1        0.7     -180.0       26.7        3.2    0.72934    0.00147    0.00191      1.303       23.4      14.64       8.51      0.050
2014    7  34533183       1.85      -1.67       0.77       0.02       0.62     155.20      343.4     -343.3       -5.6        4.6        0.8     -179.1       28.9        3.2    0.72915    0.00136    0.00223      1.639       22.6      15.19       8.17      0.056
2014    7  34639363       1.89      -1.81       0.50      -0.09      -2.61     164.50      343.1     -343.1       -2.3        4.4        0.7     -179.6       28.1        3.2    0.74067    0.00142    0.00214      1.512       22.8      15.02       8.31      0.083
2014    7  34734769       1.86      -1.79       0.49      -0.11      -3.28     164.70      342.8     -342.7       -1.5        6.2        1.0     -179.7       28.0        3.3    0.76097    0.00138    0.00219      1.589       22.2      15.43       8.39      0.087
2014    7  34833398       1.80      -1.75       0.37      -0.21      -6.86     168.21      342.1     -342.1       -4.2        1.9        0.3     -179.3       28.4        3.3    0.75677    0.00129    0.00224      1.738       21.5      15.91       8.37      0.125
2014    7  34931882       1.81      -1.73       0.41      -0.30      -9.47     166.67      342.1     -342.0       -4.0        3.8        0.6     -179.3       28.4        3.3    0.75174    0.00130    0.00223      1.714       21.7      15.79       8.35      0.140
2014    7  35030230       1.87      -1.81       0.34      -0.31      -9.59     169.24      341.7     -341.6        0.1        6.8        1.1      180.0       27.3        3.5    0.78489    0.00139    0.00215      1.545       21.9      15.57       8.55      0.167
2014    7  35128855       1.96      -1.90       0.38      -0.29      -8.55     168.69      342.1     -342.1       -4.8        2.8        0.5     -179.2       28.2        3.5    0.78866    0.00153    0.00231      1.509       22.9      14.91       8.25      0.169
2014    7  35227203       1.87      -1.83       0.36      -0.21      -6.40     168.79      342.5     -342.4       -0.4        5.7        0.9     -179.9       27.5        3.4    0.77277    0.00140    0.00215      1.536       22.2      15.43       8.49      0.135
2014    7  35325687       1.71      -1.67       0.26      -0.29      -9.90     171.18      342.3     -342.3       -1.0        7.6        1.3     -179.8       26.2        3.5    0.79901    0.00117    0.00202      1.730       19.9      17.18       9.06      0.153
2014    7  35424171       1.73      -1.69       0.20      -0.35     -11.61     173.23      341.7     -341.6       -1.3        8.7        1.5     -179.8       27.0        3.6    0.82387    0.00120    0.00221      1.848       19.8      17.24       8.87      0.178
2014    7  35518042       1.83      -1.79       0.05      -0.32      -9.97     178.28      341.0     -341.0       -0.0        6.8        1.1     -180.0       27.4        3.5    0.78862    0.00133    0.00220      1.656       21.3      16.00       8.57      0.224
2014    7  35624363       1.83      -1.72      -0.12      -0.58     -18.56     184.00      343.1     -343.1       -1.4        3.6        0.6     -179.8       26.2        3.5    0.80369    0.00133    0.00202      1.521       21.2      16.15       8.92      0.223
2014    7  35719773       1.84      -1.66      -0.15      -0.78     -25.25     185.29      343.3     -343.3        1.8        3.5        0.6      179.7       26.6        3.6    0.83295    0.00135    0.00216      1.600       21.1      16.30       8.84      0.228
2014    7  35818257       1.93      -1.78      -0.23      -0.69     -21.06     187.22      341.7     -341.7        0.4        3.3        0.5      179.9       28.3        3.6    0.82349    0.00148    0.00243      1.634       22.1      15.46       8.32      0.242
2014    7  35919820       2.00      -1.84      -0.33      -0.72     -20.99     190.16      342.0     -342.0       -0.3        4.1        0.7     -180.0       27.2        3.5    0.80202    0.00160    0.00218      1.367       23.2      14.71       8.42      0.249
2014    7  36018308       1.96      -1.70      -0.29      -0.93     -28.50     189.61      343.0     -343.0        0.2        4.5        0.8      180.0       27.2        3.6    0.81752    0.00153    0.00222      1.452       22.6      15.20       8.52      0.251
2014    7  36116792       2.03      -1.80      -0.39      -0.85     -24.76     192.08      339.7     -339.6        0.5        8.8        1.5      179.9       26.8        3.5    0.77337    0.00164    0.00208      1.267       23.8      14.26       8.37      0.255
2014    7  36215281       2.09      -1.84      -0.39      -0.91     -25.89     191.95      339.9     -339.8        0.6        7.9        1.3      179.9       25.7        3.4    0.76302    0.00174    0.00189      1.083       24.7      13.74       8.48      0.273
2014    7  36313765       2.05      -1.79      -0.31      -0.93     -27.16     189.94      340.7     -340.6        1.1        9.1        1.5      179.8       25.7        3.3    0.74796    0.00167    0.00183      1.098       24.5      13.91       8.55      0.270
2014    7  36409175       1.82      -1.47      -0.38      -1.00     -33.44     194.49      341.7     -341.6        1.6        2.5        0.4      179.7       27.9        3.5    0.79363    0.00132    0.00228      1.721       21.3      16.08       8.49      0.212
2014    7  36501503       1.93      -1.53      -0.36      -1.13     -35.82     193.20      341.9     -341.9        2.8        3.8        0.6      179.5       28.2        3.4    0.76854    0.00149    0.00225      1.514       22.9      14.92       8.25      0.243
2014    7  36609082       1.95      -1.52      -0.18      -1.16     -37.17     186.78      343.0     -342.9        3.8        7.8        1.3      179.4       27.4        3.5    0.79703    0.00151    0.00220      1.458       22.7      15.10       8.46      0.256
2014    7  36704492       2.23      -1.54       0.28      -1.57     -45.13     169.82      340.4     -340.4        1.6        2.9        0.5      179.7       27.6        3.3    0.74434    0.00197    0.00212      1.073       26.7      12.76       7.90      0.331
2014    7  36802976       2.30      -1.59       0.22      -1.62     -45.28     172.17      342.0     -341.9        3.1        7.1        1.2      179.5       27.3        3.5    0.78616    0.00210    0.00216      1.030       26.9      12.71       7.97      0.356
2014    7  36901605       2.38      -1.84       0.00      -1.51     -39.32     179.97      341.7     -341.7        1.6        4.0        0.7      179.7       26.0        3.3    0.75738    0.00226    0.00189      0.837       28.4      12.03       8.01      0.386
2014    7  36999949       2.38      -1.90      -0.13      -1.42     -36.56     184.03      341.6     -341.5        5.7        9.2        1.5      179.0       26.7        3.4    0.77908    0.00226    0.00206      0.912       28.0      12.20       7.93      0.384
2014    7  37098574       2.06      -1.83      -0.27      -0.89     -25.66     188.52      343.0     -342.9        1.7        7.8        1.3      179.7       27.9        3.4    0.77183    0.00169    0.00220      1.303       24.4      14.04       8.17      0.277
2014    7  37197062       1.93      -1.72      -0.32      -0.81     -24.92     190.43      344.2     -344.1        0.3        7.3        1.2      180.0       26.9        3.4    0.78473    0.00148    0.00207      1.400       22.7      15.13       8.59      0.238
2014    7  37295406       1.85      -1.63      -0.73       0.20       6.25     204.06      344.4     -344.4        4.9        4.8        0.8      179.2       27.2        3.6    0.83766    0.00137    0.00226      1.651       21.2      16.25       8.72      0.032
2014    7  37393894       1.87      -1.24      -0.35       0.94      35.96     195.55      343.3     -343.3        0.2        1.6        0.3      180.0       26.7        3.5    0.80655    0.00138    0.00211      1.525       21.7      15.85       8.74      0.000
2014    7  37489304       1.87      -1.81      -0.25       0.31       9.65     187.84      341.8     -341.8       -1.4        5.2        0.9     -179.8       27.5        3.7    0.83063    0.00140    0.00232      1.663       21.4      16.00       8.56      0.003
2014    7  37598562       2.01      -1.40      -0.81       1.15      35.34     209.89      349.3     -349.2        1.6        4.9        0.8      179.7       24.9        3.1    0.73924    0.00161    0.00162      1.009       24.8      14.07       8.87      0.002
2014    7  37692429       1.95      -1.46      -0.74       1.02      31.84     207.04      346.0     -346.0        0.8        4.2        0.7      179.9       26.6        3.4    0.79701    0.00152    0.00202      1.334       23.0      15.05       8.69      0.002
2014    7  37790914       1.84      -1.62      -0.62       0.60      19.00     200.98      344.9     -344.8        0.2       10.3        1.7      180.0       29.2        3.6    0.83736    0.00135    0.00258      1.915       21.1      16.38       8.32      0.005
2014    7  37889402       1.92      -1.55      -0.89       0.64      19.87     209.81      344.8     -344.7        0.5        7.4        1.2      179.9       28.4        3.5    0.80572    0.00146    0.00236      1.613       22.4      15.42       8.34      0.011
2014    7  37984808       2.04      -1.36      -1.06       1.06      31.71     218.04      346.7     -346.6        1.9        3.5        0.6      179.7       24.1        3.3    0.76140    0.00166    0.00158      0.951       24.7      14.05       9.02      0.006
2014    7  38083296       1.91      -1.63      -0.66       0.72      22.06     202.13      343.3     -343.2        3.1       10.3        1.7      179.5       28.4        3.5    0.80677    0.00146    0.00239      1.639       22.2      15.46       8.31      0.004
2014    7  38181781       1.97      -1.30      -1.28       0.68      20.39     224.50      344.2     -344.1        6.6        4.7        0.8      178.9       26.4        3.5    0.80478    0.00154    0.00205      1.332       22.9      15.02       8.68      0.019
2014    7  38280265       2.04      -1.50      -1.30       0.35       9.89     220.96      343.9     -343.8        5.0        5.9        1.0      179.2       25.6        3.3    0.76187    0.00166    0.00182      1.094       24.5      14.05       8.65      0.040
2014    7  38378894       1.91      -1.33      -1.27      -0.10      -2.99     223.59      343.1     -343.0        1.0        6.5        1.1      179.8       28.1        3.5    0.80812    0.00145    0.00234      1.607       22.2      15.48       8.38      0.072
2014    7  38472656       1.97      -1.38      -1.39       0.00       0.01     225.16      343.8     -343.7        5.7        6.2        1.0      179.1       27.8        3.3    0.76538    0.00155    0.00215      1.392       23.6      14.60       8.31      0.067
2014    7  38572648       1.81      -1.42      -1.11      -0.10      -3.08     217.89      344.1     -343.9        4.1        9.3        1.6      179.3       27.8        3.5    0.80304    0.00131    0.00226      1.731       21.2      16.26       8.58      0.067
2014    7  38674210       1.93      -1.60      -0.98      -0.32      -9.77     211.39      338.2     -330.9       52.2       46.5        7.9      171.0       27.1        3.4    0.76349    0.00149    0.00212      1.424       22.8      14.87       8.39      0.109
2014    7  38772839       1.78      -1.56      -0.73      -0.43     -14.08     205.26      343.8     -343.8       -0.9        3.0        0.5     -179.9       29.0        3.8    0.86429    0.00126    0.00265      2.096       20.0      17.17       8.43      0.124
2014    7  38871324       1.98      -1.92       0.08      -0.43     -12.51     177.75      339.7     -339.5       -7.3        6.6        1.1     -178.8       33.3        3.9    0.87687    0.00156    0.00364      2.335       21.8      15.57       7.33      0.261
2014    7  38969808       2.02      -1.94       0.06      -0.50     -14.37     178.30      340.0     -339.9       -5.8        4.2        0.7     -179.0       32.7        3.9    0.88173    0.00163    0.00351      2.153       22.3      15.28       7.43      0.275
2014    7  39068296       2.04      -1.96      -0.18      -0.52     -14.70     185.37      341.9     -341.9       -1.2        1.7        0.3     -179.8       31.0        3.7    0.83316    0.00166    0.00294      1.776       23.2      14.72       7.69      0.268
2014    7  39164386       2.04      -2.00      -0.29      -0.20      -5.79     188.12      339.8     -339.7       -4.9        3.1        0.5     -179.2       32.3        3.9    0.86366    0.00165    0.00337      2.044       22.6      15.02       7.45      0.176
2014    7  39262875       2.05      -2.01      -0.35      -0.18      -5.12     189.99      339.2     -339.2       -1.5        1.0        0.2     -179.7       31.9        3.8    0.85819    0.00167    0.00326      1.953       22.8      14.88       7.50      0.151
2014    7  39563804       1.98      -1.53      -0.51      -1.12     -34.76     198.37      344.4     -344.4       -2.7        2.3        0.4     -179.5       27.7        3.8    0.86319    0.00157    0.00240      1.533       22.3      15.41       8.48      0.247
2014    7  39659070       2.12      -1.95      -0.50      -0.58     -16.12     194.46      341.5     -341.5        2.1        6.4        1.1      179.7       30.3        3.7    0.84604    0.00179    0.00287      1.606       23.9      14.29       7.74      0.236
2014    7  39757699       2.27      -1.60      -0.73      -1.44     -39.35     204.45      342.0     -341.9        2.8        4.3        0.7      179.5       26.7        3.5    0.78907    0.00205    0.00207      1.010       26.6      12.87       8.11      0.315
2014    7  39856183       2.25      -1.62      -0.69      -1.39     -38.11     203.12      343.0     -342.9        3.2        4.0        0.7      179.5       26.8        3.5    0.79628    0.00201    0.00209      1.039       26.2      13.07       8.17      0.310
2014    7  39954531       2.24      -1.53      -0.69      -1.49     -41.66     204.27      341.6     -341.3        5.3       11.5        1.9      179.1       26.4        3.4    0.76240    0.00200    0.00196      0.980       26.7      12.80       8.15      0.312
2014    7  40053156       2.17      -1.21      -0.68      -1.66     -50.20     209.23      342.7     -342.7        1.4        5.8        1.0      179.8       26.0        3.4    0.77133    0.00188    0.00192      1.023       25.7      13.31       8.36      0.299
2014    7  40154718       2.15      -1.17      -0.53      -1.72     -53.32     204.42      343.6     -343.6        1.3        5.7        1.0      179.8       26.2        3.5    0.79940    0.00185    0.00200      1.083       25.2      13.66       8.43      0.304
2014    7  40253207       2.20      -1.34      -0.57      -1.63     -48.21     202.95      343.0     -343.0        2.8        4.8        0.8      179.5       27.1        3.5    0.79127    0.00193    0.00213      1.106       25.8      13.30       8.16      0.313
2014    7  40351550       2.24      -1.46      -0.67      -1.55     -44.07     204.56      340.7     -340.2       12.6       13.4        2.3      177.9       26.7        3.5    0.79132    0.00199    0.00209      1.049       26.0      13.09       8.16      0.313
2014    7  40444023       2.30      -1.55      -0.60      -1.59     -43.81     201.32      342.6     -342.5        2.3        4.7        0.8      179.6       26.6        3.5    0.80687    0.00211    0.00209      0.992       26.7      12.84       8.14      0.339
2014    7  40551601       2.32      -1.49      -0.50      -1.70     -47.25     198.54      341.0     -340.7        9.6       11.7        2.0      178.4       27.3        3.6    0.81331    0.00214    0.00224      1.050       26.6      12.81       7.98      0.350
2014    7  40647007       2.33      -1.47      -0.47      -1.75     -48.57     197.89      341.4     -341.2        4.1       11.9        2.0      179.3       26.7        3.5    0.79885    0.00217    0.00210      0.972       27.1      12.61       8.04      0.358
2014    7  40745636       2.07      -1.51      -0.69      -1.22     -36.25     204.40      342.6     -342.5        3.8        6.7        1.1      179.4       26.4        3.5    0.80686    0.00171    0.00206      1.207       24.0      14.26       8.50      0.257
2014    7  40844121       2.06      -1.59      -0.66      -1.08     -32.24     202.55      342.3     -342.2        2.2        6.8        1.1      179.6       27.0        3.6    0.82310    0.00169    0.00221      1.312       23.6      14.50       8.42      0.249
2014    7  40942609       2.10      -1.62      -0.63      -1.16     -33.76     201.09      342.8     -342.7        1.4        6.6        1.1      179.8       27.4        3.8    0.86398    0.00175    0.00237      1.356       23.5      14.59       8.37      0.266
2014    7  41041093       2.20      -1.73      -0.55      -1.23     -34.04     197.60      341.5     -341.5       -0.7        7.3        1.2     -179.9       28.1        3.7    0.84864    0.00193    0.00247      1.280       24.8      13.77       8.06      0.302
2014    7  41136503       2.27      -1.73      -0.55      -1.36     -36.83     197.57      341.7     -341.7        1.0        6.2        1.0      179.8       27.5        3.8    0.85051    0.00204    0.00237      1.159       25.5      13.39       8.09      0.325
2014    7  41234847       2.14      -1.70      -0.07      -1.28     -36.99     182.45      340.6     -340.4        5.2       11.8        2.0      179.1       26.4        3.9    0.87261    0.00182    0.00226      1.237       23.7      14.36       8.50      0.311
2014    7  41333472       2.17      -1.68      -0.22      -1.35     -38.42     187.62      342.5     -342.4        0.4        5.9        1.0      179.9       27.7        3.8    0.86753    0.00187    0.00244      1.306       24.2      14.15       8.22      0.316
2014    7  41425804       2.21      -1.64      -0.45      -1.40     -39.46     195.23      342.6     -342.6        2.7        6.9        1.2      179.5       28.0        3.8    0.85555    0.00195    0.00246      1.265       24.9      13.77       8.09      0.318
2014    7  41533523       2.17      -1.61      -0.28      -1.43     -41.19     189.90      342.6     -342.5        1.7        5.6        0.9      179.7       26.4        3.6    0.83027    0.00188    0.00213      1.129       24.8      13.79       8.40      0.317
2014    7  41628933       2.22      -1.68      -0.15      -1.45     -40.66     184.99      341.8     -341.7        0.6        5.6        0.9      179.9       27.3        3.7    0.84461    0.00197    0.00232      1.181       25.1      13.61       8.17      0.335
2014    7  41727417       2.28      -1.75      -0.23      -1.44     -39.27     187.65      342.9     -342.9        0.7        2.5        0.4      179.9       27.6        3.9    0.89540    0.00207    0.00251      1.213       25.1      13.66       8.14      0.351
2014    7  41825902       2.18      -1.74      -0.23      -1.28     -36.16     187.41      342.4     -342.4        0.2        2.3        0.4      180.0       27.7        3.9    0.88262    0.00189    0.00250      1.322       24.1      14.20       8.22      0.319
2014    7  41924390       2.14      -1.62       0.03      -1.39     -40.77     178.86      341.7     -341.7       -2.5        5.5        0.9     -179.6       28.9        3.9    0.89053    0.00183    0.00275      1.504       23.6      14.49       8.03      0.313
2014    7  42022875       2.41      -1.80      -0.08      -1.59     -41.30     182.44      342.1     -342.0       -1.5        6.1        1.0     -179.8       26.8        3.8    0.86233    0.00231    0.00228      0.986       27.0      12.69       8.06      0.395
2014    7  42121363       2.47      -1.73       0.16      -1.75     -45.20     174.84      342.8     -342.7       -1.8        9.3        1.5     -179.7       27.7        3.8    0.87337    0.00243    0.00246      1.012       27.5      12.45       7.84      0.416
2014    7  42219847       2.49      -1.79       0.02      -1.72     -43.88     179.33      343.5     -343.5       -1.2        4.7        0.8     -179.8       26.9        3.8    0.87569    0.00246    0.00231      0.941       27.7      12.39       7.98      0.423
2014    7  42318335       2.55      -1.54       0.69      -1.75     -46.05     155.85      340.9     -340.6       -5.1       12.9        2.2     -179.1       30.5        4.3    0.96684    0.00258    0.00334      1.295       26.8      12.71       7.41      0.411
2014    7  42410664       2.57      -1.63       0.63      -1.87     -47.04     158.86      341.5     -341.4       -1.5       10.3        1.7     -179.8       28.2        4.0    0.89816    0.00263    0.00263      1.002       28.1      12.14       7.67      0.426
2014    7  42518382       2.57      -1.90       0.29      -1.68     -41.13     171.34      343.6     -343.5       -4.9        8.0        1.3     -179.2       26.7        4.2    0.95642    0.00263    0.00248      0.944       27.4      12.52       8.06      0.446
2014    7  42613792       2.60      -2.10       0.06      -1.51     -35.73     178.27      343.5     -343.4       -3.5        6.0        1.0     -179.4       26.5        4.0    0.91494    0.00268    0.00235      0.877       28.3      12.13       7.97      0.461
2014    7  42712277       2.61      -2.32       0.07      -1.17     -26.70     178.27      341.1     -341.1       -2.3        4.5        0.8     -179.6       27.5        4.1    0.93177    0.00270    0.00261      0.967       28.0      12.20       7.79      0.461
2014    7  42810765       2.68      -2.29       0.48      -1.28     -28.57     168.08      341.7     -341.6       -3.5        5.3        0.9     -179.4       27.3        4.1    0.91961    0.00285    0.00254      0.890       29.0      11.79       7.71      0.457
2014    7  42909249       2.65      -2.10       0.97      -1.29     -29.18     155.25      341.9     -341.9       -4.9        4.2        0.7     -179.2       26.8        4.0    0.91675    0.00280    0.00242      0.865       28.8      11.88       7.84      0.388
2014    7  43007734       2.54      -1.58       1.36      -1.42     -34.19     139.21      341.6     -341.5       -4.8        5.7        1.0     -179.2       26.5        3.7    0.84649    0.00257    0.00220      0.856       28.7      11.92       7.89      0.325
2014    7  43106222       2.52      -1.48       1.42      -1.46     -35.47     136.18      342.3     -342.1       -5.5        8.2        1.4     -179.1       28.0        3.9    0.89571    0.00253    0.00258      1.021       27.7      12.35       7.76      0.320
2014    7  43204707       2.46      -1.38       1.42      -1.45     -36.22     134.20      343.6     -343.4       -7.4        8.6        1.4     -178.8       27.1        4.0    0.91244    0.00241    0.00244      1.011       26.9      12.77       8.05      0.305
2014    7  43303195       2.48      -1.37       1.33      -1.57     -39.34     135.91      342.9     -342.7       -6.7        9.8        1.6     -178.9       26.9        4.0    0.91776    0.00244    0.00244      0.997       27.0      12.72       8.05      0.326
2014    7  43395523       2.45      -1.46       1.01      -1.67     -43.20     145.49      342.6     -342.4       -3.6       12.3        2.1     -179.4       27.9        4.0    0.91702    0.00238    0.00261      1.097       26.6      12.88       7.92      0.352
2014    7  43503246       2.02      -1.26       0.75      -1.36     -42.85     149.35      343.8     -343.8       -2.6        6.4        1.1     -179.6       28.1        4.0    0.91108    0.00162    0.00263      1.626       22.1      15.58       8.40      0.245
2014    7  43598652       1.93      -1.11       0.84      -1.34     -43.84     142.71      343.4     -343.2       -3.8        8.5        1.4     -179.4       28.4        4.0    0.90567    0.00149    0.00266      1.790       21.2      16.20       8.44      0.218
2014    7  43697136       2.00      -1.22       0.66      -1.43     -46.00     151.60      344.5     -344.4       -2.0        8.6        1.4     -179.7       28.2        3.9    0.90788    0.00159    0.00262      1.648       22.0      15.69       8.42      0.250
2014    7  43795624       1.91      -1.28       0.77      -1.18     -38.21     149.16      344.3     -344.2       -2.2        9.2        1.5     -179.6       29.0        3.9    0.90112    0.00145    0.00275      1.901       21.0      16.39       8.35      0.211
2014    7  43894109       1.82      -1.24       0.71      -1.05     -36.43     150.06      344.7     -344.6       -1.8        9.5        1.6     -179.7       29.7        3.9    0.90747    0.00132    0.00291      2.203       20.0      17.20       8.29      0.191
2014    7  43992597       2.05      -1.25      -0.38      -1.54     -49.73     196.95      346.9     -346.9       -2.7        5.0        0.8     -179.6       23.9        3.3    0.76683    0.00167    0.00157      0.939       24.7      14.05       9.05      0.283
2014    7  44091082       1.94      -0.96      -0.62      -1.54     -53.39     213.01      348.0     -348.0       -2.1        6.1        1.0     -179.7       24.4        3.3    0.77783    0.00149    0.00165      1.108       23.2      15.00       9.19      0.241
2014    7  44189566       2.00      -0.94      -0.53      -1.67     -57.18     209.40      347.2     -347.1       -2.5        5.9        1.0     -179.6       23.7        3.2    0.74886    0.00159    0.00150      0.943       24.4      14.23       9.16      0.264
2014    7  44287949       2.02      -1.13      -0.49      -1.59     -52.29     203.50      345.2     -345.0       -1.9       11.9        2.0     -179.7       23.5        3.5    0.80587    0.00162    0.00160      0.990       23.6      14.64       9.29      0.268
2014    7  44383429       1.96      -1.23      -0.34      -1.47     -49.09     195.56      345.3     -345.3       -0.1        4.8        0.8     -180.0       25.9        3.5    0.80356    0.00153    0.00194      1.270       23.0      15.05       8.83      0.258
2014    7  44491183       1.96      -1.13      -0.46      -1.53     -51.44     202.27      346.8     -346.7       -1.3        5.8        1.0     -179.8       24.4        3.3    0.77585    0.00152    0.00166      1.089       23.4      14.81       9.13      0.254
2014    7  44586589       1.98      -0.99      -0.67      -1.57     -52.76     213.98      347.8     -347.8        1.4        4.9        0.8      179.8       23.8        3.4    0.80576    0.00156    0.00163      1.044       23.3      14.91       9.30      0.251
2014    7  44685074       1.91      -0.91      -0.39      -1.62     -58.59     203.05      346.5     -346.4       -0.8        6.5        1.1     -179.9       24.9        3.5    0.81308    0.00146    0.00182      1.247       22.3      15.51       9.15      0.246
2014    7  44783562       1.89      -1.00      -0.04      -1.59     -57.72     182.46      345.8     -345.6       -1.5        9.9        1.6     -179.7       25.9        3.5    0.80869    0.00142    0.00195      1.380       22.0      15.69       8.95      0.245
2014    7  44882046       2.09      -0.97      -0.16      -1.85     -62.01     189.18      346.7     -346.7       -1.0        5.9        1.0     -179.8       24.3        3.4    0.79232    0.00175    0.00167      0.958       24.8      13.98       8.96      0.302
2014    7  44980535       1.88      -1.16      -0.00      -1.48     -51.95     180.05      345.7     -345.6        0.5        8.8        1.5      179.9       26.2        3.6    0.83443    0.00141    0.00207      1.466       21.7      15.96       8.92      0.245
2014    7  45079019       1.97      -1.56       0.10      -1.18     -36.93     176.40      342.4     -342.3        1.4        5.5        0.9      179.8       26.7        3.8    0.86007    0.00154    0.00225      1.461       22.0      15.53       8.69      0.263
2014    7  45177507       1.99      -1.36      -0.07      -1.42     -46.11     183.02      345.1     -345.0        0.6        8.0        1.3      179.9       26.0        3.7    0.84592    0.00158    0.00207      1.313       22.7      15.21       8.83      0.272
2014    7  45275992       2.02      -1.28      -0.05      -1.56     -50.62     182.27      344.1     -344.0        1.0        8.0        1.3      179.8       26.2        3.8    0.86323    0.00162    0.00216      1.335       22.7      15.16       8.75      0.279
